Iteration number	SNR plasmon
933.0	10.1835813279
934.0	10.181473218
935.0	10.1793660689
936.0	10.1772598824
937.0	10.1751546602
938.0	10.173050404
939.0	10.1709471157
940.0	10.1688447969
941.0	10.1667434494
942.0	10.1646430748
943.0	10.1625436749
944.0	10.1604452512
945.0	10.1583478055
946.0	10.1562513394
947.0	10.1541558545
948.0	10.1520613525
949.0	10.1499678349
950.0	10.1478753034
951.0	10.1457563379
952.0	10.143624407
953.0	10.1414258698
954.0	10.139068009
955.0	10.1367116284
956.0	10.1343567284
957.0	10.1320033096
958.0	10.1296513725
959.0	10.1272955422
960.0	10.1249289602
961.0	10.1225638719
962.0	10.1202002778
963.0	10.1178381785
964.0	10.1154332012
965.0	10.1129307065
966.0	10.1104299344
967.0	10.107930885
968.0	10.1054335583
969.0	10.1029379546
970.0	10.1004440739
971.0	10.0979519163
972.0	10.0954614818
973.0	10.0929727706
974.0	10.0904857826
975.0	10.088000518
976.0	10.0852524069
977.0	10.0820517592
978.0	10.0788533262
979.0	10.075657109
980.0	10.0724631084
981.0	10.0692713254
982.0	10.066081761
983.0	10.0628944159
984.0	10.0597092911
985.0	10.0565263873
986.0	10.0533457055
987.0	10.0501672463
988.0	10.0469910106
989.0	10.043816999
990.0	10.0406452123
991.0	10.0374756513
992.0	10.0343083164
993.0	10.0311432085
994.0	10.0279803281
995.0	10.0248196759
996.0	10.0216612524
997.0	10.0185050582
998.0	10.0153510938
999.0	10.0121993598
1000.0	10.0090498566
1001.0	10.0059025847
1002.0	10.0027575446
1003.0	9.99961473672
1004.0	9.99646242176
1005.0	9.99331127024
1006.0	9.99016237631
1007.0	9.9870157403
1008.0	9.9838713625
1009.0	9.9807292432
1010.0	9.97758938264
1011.0	9.97445178107
1012.0	9.97131643871
1013.0	9.96818335575
1014.0	9.96505253238
1015.0	9.96192396874
1016.0	9.958797665
1017.0	9.95567362126
1018.0	9.95255183763
1019.0	9.94943231419
1020.0	9.94631505102
1021.0	9.94320004816
1022.0	9.94008730564
1023.0	9.93697682347
1024.0	9.93386860165
1025.0	9.93076264015
1026.0	9.92765893893
1027.0	9.92455749793
1028.0	9.92145831707
1029.0	9.91836139627
1030.0	9.9152667354
1031.0	9.91217433434
1032.0	9.90908419295
1033.0	9.90599631106
1034.0	9.9029106885
1035.0	9.89982732506
1036.0	9.89674622054
1037.0	9.8936673747
1038.0	9.89059078731
1039.0	9.8875164581
1040.0	9.8844443868
1041.0	9.88137457311
1042.0	9.87830701672
1043.0	9.87521496947
1044.0	9.87208867782
1045.0	9.86896482977
1046.0	9.86584342445
1047.0	9.86272446099
1048.0	9.85960793849
1049.0	9.85649385606
1050.0	9.85338221277
1051.0	9.85027300771
1052.0	9.84716623992
1053.0	9.84406190846
1054.0	9.84096001234
1055.0	9.8378605506
1056.0	9.83476352223
1057.0	9.83166892623
1058.0	9.82857676157
1059.0	9.82548702723
1060.0	9.82239972216
1061.0	9.81931484531
1062.0	9.81621751302
1063.0	9.81311602816
1064.0	9.81001699932
1065.0	9.80692042537
1066.0	9.80382630516
1067.0	9.80073463756
1068.0	9.79764542139
1069.0	9.79455865548
1070.0	9.79147433864
1071.0	9.78839246969
1072.0	9.7853130474
1073.0	9.78223607055
1074.0	9.77916153793
1075.0	9.77608944827
1076.0	9.77301980034
1077.0	9.76995259286
1078.0	9.76688782457
1079.0	9.76382549416
1080.0	9.76076560036
1081.0	9.75770814184
1082.0	9.75465311729
1083.0	9.75160052539
1084.0	9.74855036479
1085.0	9.74550263415
1086.0	9.74245733211
1087.0	9.7394144573
1088.0	9.73637400834
1089.0	9.73333598384
1090.0	9.7303003824
1091.0	9.72726720262
1092.0	9.72423644308
1093.0	9.72120810235
1094.0	9.71818217899
1095.0	9.71515867156
1096.0	9.71213757861
1097.0	9.70911889867
1098.0	9.70610263026
1099.0	9.70308877191
1100.0	9.70007732212
1101.0	9.6970682794
1102.0	9.69406164223
1103.0	9.69105740909
1104.0	9.68805557847
1105.0	9.68505614882
1106.0	9.68205911861
1107.0	9.67906448627
1108.0	9.67607225026
1109.0	9.67308240901
1110.0	9.67009496093
1111.0	9.66710990444
1112.0	9.66412723796
1113.0	9.66114695988
1114.0	9.65816906859
1115.0	9.65519356248
1116.0	9.65222043992
1117.0	9.64924969929
1118.0	9.64628133894
1119.0	9.64331535723
1120.0	9.64035175251
1121.0	9.63739052311
1122.0	9.63443166737
1123.0	9.63147518361
1124.0	9.62852107015
1125.0	9.6255693253
1126.0	9.62261994737
1127.0	9.61967293464
1128.0	9.61672828542
1129.0	9.61378599798
1130.0	9.6108460706
1131.0	9.60790850155
1132.0	9.60497328909
1133.0	9.60204043148
1134.0	9.59910992697
1135.0	9.59618177381
1136.0	9.59325597022
1137.0	9.59033251445
1138.0	9.58741140472
1139.0	9.58449263924
1140.0	9.58157621623
1141.0	9.5786621339
1142.0	9.57575039044
1143.0	9.57284098406
1144.0	9.56993391294
1145.0	9.56702917526
1146.0	9.56412676921
1147.0	9.56122669295
1148.0	9.55832894466
1149.0	9.55543352248
1150.0	9.55254042459
1151.0	9.54964964912
1152.0	9.54676119423
1153.0	9.54387505805
1154.0	9.54099123872
1155.0	9.53810973437
1156.0	9.53523054311
1157.0	9.53235366308
1158.0	9.52947909238
1159.0	9.52660682913
1160.0	9.52373687142
1161.0	9.52086921736
1162.0	9.51800386505
1163.0	9.51514081256
1164.0	9.51228005799
1165.0	9.50942159943
1166.0	9.50656543493
1167.0	9.50334643065
1168.0	9.5000904584
1169.0	9.49683758701
1170.0	9.4935878124
1171.0	9.49034113055
1172.0	9.48709753738
1173.0	9.48385702887
1174.0	9.48061960096
1175.0	9.47738524962
1176.0	9.4741539708
1177.0	9.47092576048
1178.0	9.46770061462
1179.0	9.46447852919
1180.0	9.46125950016
1181.0	9.45804352352
1182.0	9.45483059524
1183.0	9.4516207113
1184.0	9.44841386769
1185.0	9.4452100604
1186.0	9.44200928541
1187.0	9.43880230704
1188.0	9.43559836648
1189.0	9.43239746852
1190.0	9.42919960912
1191.0	9.42600478424
1192.0	9.42281298985
1193.0	9.41962422192
1194.0	9.41643847642
1195.0	9.41325574932
1196.0	9.41007443769
1197.0	9.40683639875
1198.0	9.40360148304
1199.0	9.40036968631
1200.0	9.39714100433
1201.0	9.39391543286
1202.0	9.39069296767
1203.0	9.38747360453
1204.0	9.3842573392
1205.0	9.38104416749
1206.0	9.37783408516
1207.0	9.374627088
1208.0	9.37142317181
1209.0	9.36822233237
1210.0	9.3650245655
1211.0	9.361829867
1212.0	9.35863823266
1213.0	9.35544965831
1214.0	9.35226413976
1215.0	9.34908167283
1216.0	9.34590225334
1217.0	9.34272587713
1218.0	9.33955254002
1219.0	9.33638223786
1220.0	9.33321496648
1221.0	9.33005072173
1222.0	9.32688949946
1223.0	9.32373129552
1224.0	9.32057610578
1225.0	9.31742392609
1226.0	9.31427475231
1227.0	9.31112858034
1228.0	9.30798540603
1229.0	9.30484522526
1230.0	9.30170803393
1231.0	9.29857382792
1232.0	9.29544260313
1233.0	9.29231435545
1234.0	9.28918908077
1235.0	9.28606677502
1236.0	9.2829474341
1237.0	9.27983105393
1238.0	9.27671763042
1239.0	9.2736071595
1240.0	9.2704996371
1241.0	9.26739505915
1242.0	9.26429342158
1243.0	9.26119472035
1244.0	9.2580989514
1245.0	9.25500611068
1246.0	9.25191619414
1247.0	9.24882919775
1248.0	9.24574511747
1249.0	9.24266394927
1250.0	9.23958568912
1251.0	9.23651033301
1252.0	9.23343787691
1253.0	9.23036831682
1254.0	9.22730164872
1255.0	9.22423786862
1256.0	9.22117697252
