Iteration number	SNR plasmon
1257.0	9.21811895642
1258.0	9.21506381633
1259.0	9.21201154828
1260.0	9.20896214828
1261.0	9.20591561235
1262.0	9.20287193653
1263.0	9.19983111685
1264.0	9.19679314935
1265.0	9.19375803008
1266.0	9.19072575508
1267.0	9.18769632042
1268.0	9.18466972213
1269.0	9.181643167
1270.0	9.17861850231
1271.0	9.17559666812
1272.0	9.17257766051
1273.0	9.16956147554
1274.0	9.16654810931
1275.0	9.16353755789
1276.0	9.16052981739
1277.0	9.15752488388
1278.0	9.15451869794
1279.0	9.15150712289
1280.0	9.14849836047
1281.0	9.14548387836
1282.0	9.14246108181
1283.0	9.13944111158
1284.0	9.13642396373
1285.0	9.13340963432
1286.0	9.13039811944
1287.0	9.12738941515
1288.0	9.12438351755
1289.0	9.12138042273
1290.0	9.11838012676
1291.0	9.11538262577
1292.0	9.11238791584
1293.0	9.10939599308
1294.0	9.10640685362
1295.0	9.10342049356
1296.0	9.10043690903
1297.0	9.09745609617
1298.0	9.09447775953
1299.0	9.09149715125
1300.0	9.0885193217
1301.0	9.08554426697
1302.0	9.08257198318
1303.0	9.07960246644
1304.0	9.07663424786
1305.0	9.07366140085
1306.0	9.07069133153
1307.0	9.06772403599
1308.0	9.06475951031
1309.0	9.06179775059
1310.0	9.05883875293
1311.0	9.05588251344
1312.0	9.05292902823
1313.0	9.04997829341
1314.0	9.04703030511
1315.0	9.04408505945
1316.0	9.04114255257
1317.0	9.0382027806
1318.0	9.03526573969
1319.0	9.03233142598
1320.0	9.02939983564
1321.0	9.02647096481
1322.0	9.02354480966
1323.0	9.02062136637
1324.0	9.01770063111
1325.0	9.01478260005
1326.0	9.01186726939
1327.0	9.00895463531
1328.0	9.00604469402
1329.0	9.00313744171
1330.0	9.00023287459
1331.0	8.99733098887
1332.0	8.99443178077
1333.0	8.99153524651
1334.0	8.98864138233
1335.0	8.98575018445
1336.0	8.98286164912
1337.0	8.97997577258
1338.0	8.97709255108
1339.0	8.97421198087
1340.0	8.97133405821
1341.0	8.96845877937
1342.0	8.96558614063
1343.0	8.96271613825
1344.0	8.95984876853
1345.0	8.95698402774
1346.0	8.95412191218
1347.0	8.95126241814
1348.0	8.94840554194
1349.0	8.94555127987
1350.0	8.94269962826
1351.0	8.93985058342
1352.0	8.93700414167
1353.0	8.93416029935
1354.0	8.9313113041
1355.0	8.92846423527
1356.0	8.92561976536
1357.0	8.92277789071
1358.0	8.91993860765
1359.0	8.91710191252
1360.0	8.91426780168
1361.0	8.91143627147
1362.0	8.90860731826
1363.0	8.9057809384
1364.0	8.90295712827
1365.0	8.90013588425
1366.0	8.8973172027
1367.0	8.89450108003
1368.0	8.89168751261
1369.0	8.88887649684
1370.0	8.88606802913
1371.0	8.88326210589
1372.0	8.88045872351
1373.0	8.87765510605
1374.0	8.87485390587
1375.0	8.87205523728
1376.0	8.86925909672
1377.0	8.86646548064
1378.0	8.86367438548
1379.0	8.86088580769
1380.0	8.85809974374
1381.0	8.85531619008
1382.0	8.8525351432
1383.0	8.84975659956
1384.0	8.84698055565
1385.0	8.84420700795
1386.0	8.84143595296
1387.0	8.83866738716
1388.0	8.83590130706
1389.0	8.83313770917
1390.0	8.83037659
1391.0	8.82761794607
1392.0	8.8248617739
1393.0	8.82210807002
1394.0	8.81935683096
1395.0	8.81660805327
1396.0	8.81386173348
1397.0	8.81111786814
1398.0	8.80837645381
1399.0	8.80563748705
1400.0	8.80290096442
1401.0	8.8001668825
1402.0	8.79743523786
1403.0	8.79470602708
1404.0	8.79197051622
1405.0	8.78923140141
1406.0	8.78649472704
1407.0	8.7836065972
1408.0	8.78069766634
1409.0	8.7777914985
1410.0	8.77488808956
1411.0	8.77198743543
1412.0	8.76906814658
1413.0	8.76614527867
1414.0	8.76322519555
1415.0	8.76030789306
1416.0	8.75739336707
1417.0	8.75448161343
1418.0	8.75157262801
1419.0	8.7486664067
1420.0	8.74576294538
1421.0	8.74286223995
1422.0	8.73996428629
1423.0	8.73706908033
1424.0	8.73417661798
1425.0	8.73128689516
1426.0	8.72839990779
1427.0	8.72551565181
1428.0	8.72263412318
1429.0	8.71975531783
1430.0	8.71687923172
1431.0	8.71400586083
1432.0	8.71113520112
1433.0	8.70826724857
1434.0	8.70540199917
1435.0	8.70253944891
1436.0	8.69967959379
1437.0	8.69682120225
1438.0	8.69395798132
1439.0	8.6910974549
1440.0	8.68823961899
1441.0	8.68538446963
1442.0	8.68253200282
1443.0	8.6796822146
1444.0	8.676835101
1445.0	8.67399065807
1446.0	8.67114888186
1447.0	8.66830976843
1448.0	8.66547331384
1449.0	8.66263951415
1450.0	8.65980836546
1451.0	8.65697986385
1452.0	8.65415400541
1453.0	8.65133078623
1454.0	8.64851020243
1455.0	8.64569225012
1456.0	8.64287692541
1457.0	8.64006422444
1458.0	8.63725414334
1459.0	8.63444667825
1460.0	8.63164182532
1461.0	8.6288395807
1462.0	8.62603994056
1463.0	8.62324290106
1464.0	8.62044845837
1465.0	8.61765660868
1466.0	8.61486734818
1467.0	8.61208067307
1468.0	8.60929657954
1469.0	8.6065150638
1470.0	8.60373612208
1471.0	8.60095975058
1472.0	8.59818594555
1473.0	8.59541470321
1474.0	8.59264601982
1475.0	8.58987989161
1476.0	8.58711631485
1477.0	8.5843552858
1478.0	8.58159680072
1479.0	8.57884085589
1480.0	8.57608744761
1481.0	8.57333657214
1482.0	8.5705882258
1483.0	8.56784240488
1484.0	8.56509910569
1485.0	8.56235832454
1486.0	8.55962005777
1487.0	8.55688430169
1488.0	8.55415105265
1489.0	8.55141849503
1490.0	8.54868464723
1491.0	8.54595330305
1492.0	8.54322445883
1493.0	8.54049811094
1494.0	8.53777425574
1495.0	8.5350528896
1496.0	8.53233400889
1497.0	8.52961761001
1498.0	8.52690368933
1499.0	8.52419224326
1500.0	8.52148326819
1501.0	8.51877676054
1502.0	8.51606055111
1503.0	8.51334302285
1504.0	8.51062797312
1505.0	8.50791539832
1506.0	8.50520529486
1507.0	8.50249765913
1508.0	8.49979248757
1509.0	8.4970897766
1510.0	8.49438529151
1511.0	8.49168319494
1512.0	8.48898355919
1513.0	8.48628638068
1514.0	8.48359165585
1515.0	8.48089938114
1516.0	8.47819082274
1517.0	8.47547075342
1518.0	8.47275315953
1519.0	8.47003803745
1520.0	8.4673253836
1521.0	8.4646151944
1522.0	8.46190746628
1523.0	8.45920219565
1524.0	8.45649937897
1525.0	8.45379901268
1526.0	8.45110109322
1527.0	8.44840561705
1528.0	8.44571258063
1529.0	8.44302198043
1530.0	8.44033381293
1531.0	8.43764807462
1532.0	8.43496476196
1533.0	8.43228387147
1534.0	8.42960539964
1535.0	8.42692934298
1536.0	8.424255698
1537.0	8.42158446121
1538.0	8.41891562916
1539.0	8.41624919836
1540.0	8.41358516535
1541.0	8.41092352669
1542.0	8.40826427891
1543.0	8.40560741858
1544.0	8.40295294225
1545.0	8.40029740676
1546.0	8.39763756244
1547.0	8.3949801086
1548.0	8.39232504182
1549.0	8.38967235864
1550.0	8.38702205563
1551.0	8.38437412938
1552.0	8.38172857647
1553.0	8.37908539347
1554.0	8.37644457699
1555.0	8.37380612363
1556.0	8.37117002998
1557.0	8.36853629267
1558.0	8.36590490831
1559.0	8.36327587352
1560.0	8.36064918493
1561.0	8.35802483919
1562.0	8.35537389222
1563.0	8.35268583391
1564.0	8.350000198
1565.0	8.347316981
1566.0	8.34463617943
1567.0	8.34195778981
1568.0	8.33927936268
1569.0	8.33660330594
1570.0	8.33392966009
1571.0	8.33125842165
1572.0	8.32858958717
1573.0	8.32592315317
1574.0	8.3232591162
1575.0	8.3205974728
1576.0	8.31793821954
1577.0	8.31528135298
1578.0	8.31262686967
1579.0	8.3099747662
1580.0	8.30732503915
1581.0	8.3046776851
1582.0	8.30203270064
1583.0	8.29939008238
1584.0	8.29674982692
1585.0	8.29411193087
1586.0	8.29147639085
1587.0	8.28884320348
1588.0	8.28621236539
1589.0	8.28358387321
1590.0	8.28095772359
1591.0	8.27833391318
1592.0	8.27571243862
1593.0	8.27309329659
1594.0	8.27047648374
1595.0	8.26786199674
1596.0	8.26524983228
1597.0	8.26263998703
1598.0	8.26003245769
1599.0	8.25742724096
1600.0	8.25482433353
1601.0	8.25222373211
1602.0	8.24962543342
1603.0	8.24702943417
1604.0	8.24443573109
1605.0	8.24184432092
1606.0	8.23925520039
1607.0	8.23666836623
1608.0	8.23408381521
1609.0	8.23150154408
1610.0	8.22892154959
1611.0	8.22634382852
1612.0	8.22376837763
1613.0	8.2211951937
1614.0	8.21862427353
1615.0	8.21605561389
1616.0	8.21348921158
1617.0	8.21092506341
1618.0	8.20836316618
1619.0	8.20580351671
1620.0	8.2032461118
1621.0	8.2006909483
1622.0	8.19813802302
1623.0	8.1955873328
1624.0	8.19303887449
1625.0	8.19049264493
1626.0	8.18794864098
1627.0	8.18540685948
1628.0	8.18286729731
1629.0	8.18032995134
1630.0	8.17779481844
1631.0	8.17526189549
1632.0	8.17273117938
1633.0	8.170202667
1634.0	8.16767635525
1635.0	8.16515224104
1636.0	8.16263032126
1637.0	8.16011059283
1638.0	8.15759305269
1639.0	8.15507769774
1640.0	8.15256452492
1641.0	8.15005353117
1642.0	8.14754471343
1643.0	8.14503806865
1644.0	8.14253177744
1645.0	8.14002043892
1646.0	8.13751127772
1647.0	8.13500429081
1648.0	8.13249947512
1649.0	8.12999682763
1650.0	8.12749634529
1651.0	8.12499802507
1652.0	8.12250186395
1653.0	8.12000785891
1654.0	8.11751600694
1655.0	8.11502630502
1656.0	8.11253875015
1657.0	8.11005333934
1658.0	8.10757006959
1659.0	8.10508893791
1660.0	8.10260994132
1661.0	8.10013307685
1662.0	8.09765834153
1663.0	8.09518573238
1664.0	8.09271524645
1665.0	8.09024688078
1666.0	8.08778063242
1667.0	8.08531649843
1668.0	8.08285447587
1669.0	8.0803945618
1670.0	8.07793675329
1671.0	8.07548104743
1672.0	8.07302744128
1673.0	8.07057593194
1674.0	8.06812651651
1675.0	8.06567919207
1676.0	8.06323395573
1677.0	8.06079080459
1678.0	8.05834973577
1679.0	8.05591074639
1680.0	8.05347383357
1681.0	8.05103899444
1682.0	8.04860281649
1683.0	8.04616818412
1684.0	8.04373185983
1685.0	8.04129705117
1686.0	8.03886431232
1687.0	8.03643364043
1688.0	8.03400503266
1689.0	8.03157848616
1690.0	8.02915399809
1691.0	8.02673156563
1692.0	8.02431118595
1693.0	8.02189285623
1694.0	8.01947657365
1695.0	8.0170623354
1696.0	8.01465013868
1697.0	8.01223998068
1698.0	8.0098318586
1699.0	8.00742576967
1700.0	8.00502171109
1701.0	8.00261968007
1702.0	8.00021967385
1703.0	7.99782168965
1704.0	7.9954257247
1705.0	7.99303177625
1706.0	7.9906304719
1707.0	7.98822215919
1708.0	7.98581586786
1709.0	7.98341159516
1710.0	7.98100933835
1711.0	7.97860909468
1712.0	7.97621086141
1713.0	7.9738146358
1714.0	7.97142041511
1715.0	7.96902819664
1716.0	7.96663797764
1717.0	7.96424975541
1718.0	7.96186352724
1719.0	7.95947929041
1720.0	7.95709704222
1721.0	7.95471677999
1722.0	7.952338501
1723.0	7.94996220258
1724.0	7.94758788205
1725.0	7.94521553672
1726.0	7.94284516392
1727.0	7.94047676098
1728.0	7.93811032523
1729.0	7.93574585402
1730.0	7.93338334469
1731.0	7.9310227946
1732.0	7.92866420108
1733.0	7.92630756151
1734.0	7.92395287325
1735.0	7.92160013366
1736.0	7.91924934012
1737.0	7.91690049
1738.0	7.91455358069
1739.0	7.91220860957
1740.0	7.90986557404
1741.0	7.90752447148
1742.0	7.90518529931
1743.0	7.90284805492
1744.0	7.90051273572
1745.0	7.89817933913
1746.0	7.89584786257
1747.0	7.89351830345
1748.0	7.89119065921
1749.0	7.88886492728
1750.0	7.88654110509
1751.0	7.88421919009
1752.0	7.88189917972
1753.0	7.87958107143
1754.0	7.87726486267
1755.0	7.87495055091
1756.0	7.8726381336
1757.0	7.87032760822
1758.0	7.86801897223
1759.0	7.86571222312
1760.0	7.86340735835
1761.0	7.86110437543
1762.0	7.85880327184
1763.0	7.85650404506
1764.0	7.85420669261
1765.0	7.85191121198
1766.0	7.84961760068
1767.0	7.84732585623
1768.0	7.84503597613
1769.0	7.84274795791
1770.0	7.84046179909
1771.0	7.8381774972
1772.0	7.83589504977
1773.0	7.83361445435
1774.0	7.83133570847
1775.0	7.82905880968
1776.0	7.82678375552
1777.0	7.82451054356
1778.0	7.82223917136
1779.0	7.81996963647
1780.0	7.81770193646
1781.0	7.8154360689
1782.0	7.81317203137
1783.0	7.81090982145
1784.0	7.80864943673
1785.0	7.80639087479
1786.0	7.80413413322
1787.0	7.80187920962
1788.0	7.79962610159
1789.0	7.79737480674
1790.0	7.79512532267
1791.0	7.792877647
1792.0	7.79063177735
1793.0	7.78838771134
1794.0	7.78614544659
1795.0	7.78390498073
1796.0	7.78166631139
1797.0	7.77942943623
1798.0	7.77719435287
1799.0	7.77496105896
1800.0	7.77272955215
1801.0	7.7704998301
1802.0	7.76827189047
1803.0	7.76604573091
1804.0	7.7638213491
1805.0	7.7615987427
1806.0	7.7593779094
1807.0	7.75715884686
1808.0	7.75494155277
1809.0	7.75272602481
1810.0	7.75051226068
1811.0	7.74830025808
1812.0	7.74609001469
1813.0	7.74388152823
1814.0	7.74167479639
1815.0	7.7394698169
1816.0	7.73726658746
1817.0	7.73506510578
1818.0	7.73286536961
1819.0	7.73066737665
1820.0	7.72847112464
1821.0	7.72627661132
1822.0	7.72408383441
1823.0	7.72189279167
1824.0	7.71970348084
1825.0	7.71751589967
1826.0	7.7153300459
1827.0	7.71314591731
1828.0	7.71096351164
1829.0	7.70878282667
1830.0	7.70660386017
1831.0	7.7044266099
1832.0	7.70225107364
1833.0	7.70007724917
1834.0	7.69790418129
1835.0	7.69573037652
1836.0	7.69355828042
1837.0	7.69138789078
1838.0	7.68921920542
1839.0	7.68705222212
1840.0	7.6848869387
1841.0	7.68272335298
1842.0	7.68056146276
1843.0	7.67840126587
1844.0	7.67624276013
1845.0	7.67408147547
1846.0	7.67191668279
1847.0	7.66975358824
1848.0	7.66759218964
1849.0	7.66543248481
1850.0	7.66327447157
1851.0	7.66111814775
1852.0	7.65896351119
1853.0	7.65681055971
1854.0	7.65465929116
1855.0	7.65250970337
1856.0	7.6503617942
1857.0	7.64821556149
1858.0	7.6460710031
1859.0	7.64392811688
1860.0	7.64174327436
1861.0	7.63955111165
1862.0	7.6373606975
1863.0	7.63517202963
1864.0	7.63298510577
1865.0	7.63079992368
1866.0	7.62861648109
1867.0	7.62643477576
1868.0	7.62425480543
1869.0	7.62207656788
1870.0	7.61990006085
1871.0	7.61772528211
1872.0	7.61555222944
1873.0	7.61338090059
1874.0	7.61121129336
1875.0	7.60904340552
1876.0	7.60687723485
1877.0	7.60471277914
1878.0	7.60255003618
1879.0	7.60038900377
1880.0	7.59822967971
1881.0	7.5960720618
1882.0	7.59391614784
1883.0	7.59176193565
1884.0	7.58960942304
1885.0	7.58745860782
1886.0	7.58530948783
1887.0	7.58316206088
1888.0	7.5810163248
1889.0	7.57887227742
1890.0	7.57672991659
1891.0	7.57458924014
1892.0	7.57245024591
1893.0	7.57031293176
1894.0	7.56817729552
1895.0	7.56604333507
1896.0	7.56391104825
1897.0	7.56178043292
1898.0	7.55965148696
1899.0	7.55752420823
1900.0	7.5553985946
1901.0	7.55327464395
1902.0	7.55115235417
1903.0	7.54903172312
1904.0	7.54691274871
1905.0	7.54479542881
1906.0	7.54267976133
1907.0	7.54056574416
1908.0	7.53845337521
1909.0	7.53634265237
1910.0	7.53423357357
1911.0	7.5321261367
1912.0	7.53002033968
1913.0	7.52791618044
1914.0	7.52581365689
1915.0	7.52371276696
1916.0	7.52161350859
1917.0	7.5195158797
1918.0	7.51741987823
1919.0	7.51532550212
1920.0	7.51323274931
1921.0	7.51113856611
1922.0	7.50904386732
1923.0	7.50695079292
1924.0	7.50485934085
1925.0	7.50276950906
1926.0	7.5006812955
1927.0	7.49859469814
1928.0	7.49650971493
1929.0	7.49442634384
1930.0	7.49234458282
1931.0	7.49026442986
1932.0	7.48818588293
1933.0	7.48610894
1934.0	7.48403359905
1935.0	7.48195985807
1936.0	7.47988771505
1937.0	7.47781716797
1938.0	7.47574821482
1939.0	7.47368085362
1940.0	7.47161508235
1941.0	7.46955089903
1942.0	7.46748830165
1943.0	7.46542728823
1944.0	7.46336785679
1945.0	7.46131000533
1946.0	7.45925373189
1947.0	7.45719903448
1948.0	7.45514591114
1949.0	7.45309435989
1950.0	7.45104218967
1951.0	7.4489900996
1952.0	7.44693958107
1953.0	7.44489063211
1954.0	7.44284325075
1955.0	7.44079743504
1956.0	7.43875318303
1957.0	7.43671049276
1958.0	7.43466936228
1959.0	7.43262978965
1960.0	7.43059177293
1961.0	7.42855531017
1962.0	7.42652039944
1963.0	7.42448703881
1964.0	7.42245522635
1965.0	7.42042496013
1966.0	7.41839623823
1967.0	7.41636905873
1968.0	7.41434341971
1969.0	7.41231931926
1970.0	7.41029675548
1971.0	7.40827572644
1972.0	7.40625623025
1973.0	7.40423826501
1974.0	7.40222182882
1975.0	7.40020691979
1976.0	7.39819353602
1977.0	7.39618167563
1978.0	7.39417133673
1979.0	7.39216251744
1980.0	7.39015521588
1981.0	7.38814943018
1982.0	7.38614515846
1983.0	7.38414239886
1984.0	7.3821411495
1985.0	7.38014140853
1986.0	7.37814317408
1987.0	7.37609846615
1988.0	7.37401508021
1989.0	7.37193329989
1990.0	7.36985312321
1991.0	7.36777454815
1992.0	7.36569757275
1993.0	7.363622195
1994.0	7.36154841291
1995.0	7.35947622452
1996.0	7.35740562784
1997.0	7.35533662089
1998.0	7.35326920171
1999.0	7.35120336833
2000.0	7.34913911877
