Iteration number	SNR ZLP
138.0	50.2977089724
139.0	50.1412812074
140.0	49.9892824095
141.0	49.8415834697
142.0	49.6980600825
143.0	49.5585925292
144.0	49.423065472
145.0	49.2913677597
146.0	49.1633922431
147.0	49.0390355993
148.0	48.9181981665
149.0	48.8007837859
150.0	48.686699652
151.0	48.5758561705
152.0	48.4681668236
153.0	48.363548041
154.0	48.261919078
155.0	48.1632018996
156.0	48.0673210698
157.0	47.9716435831
158.0	47.7581773522
159.0	47.5513747017
160.0	47.3509951564
161.0	47.1568096005
162.0	46.9685996141
163.0	46.7861568559
164.0	46.6092824879
165.0	46.4377866394
166.0	46.2714879063
167.0	46.1102128847
168.0	45.9537957339
169.0	45.8020777685
170.0	45.6549070764
171.0	45.5121381611
172.0	45.3736316062
173.0	45.2392537614
174.0	45.1088764471
175.0	44.9823766773
176.0	44.8596363993
177.0	44.7405422489
178.0	44.62498532
179.0	44.5128609473
180.0	44.4040685025
181.0	44.2985112015
182.0	44.1305069652
183.0	43.9621404575
184.0	43.7987956968
185.0	43.6403043547
186.0	43.4865054786
187.0	43.3372450925
188.0	43.1923758227
189.0	43.0517565475
190.0	42.9152520692
191.0	42.7827328067
192.0	42.6540745064
193.0	42.5291579717
194.0	42.4078688081
195.0	42.2900971839
196.0	42.1757376054
197.0	42.0646887047
198.0	41.9568530401
199.0	41.8521369083
200.0	41.7504501666
201.0	41.6517060662
202.0	41.5558210937
203.0	41.4627148222
204.0	41.3723097703
205.0	41.2845312686
206.0	41.1993073339
207.0	41.1165685495
208.0	41.0362479525
209.0	40.9582809261
210.0	40.882605099
211.0	40.8091602482
212.0	40.7378882083
213.0	40.6687327843
214.0	40.6016396697
215.0	40.536556368
216.0	40.4734321182
217.0	40.4122178243
218.0	40.3528659881
219.0	40.2953306448
220.0	40.2395673025
221.0	40.1855328837
222.0	40.1331856704
223.0	40.0824852507
224.0	40.0333924693
225.0	39.985869379
226.0	39.9398791951
227.0	39.8953862516
228.0	39.8523559593
229.0	39.8107547664
230.0	39.7705501199
231.0	39.7317104293
232.0	39.6942050318
233.0	39.6580041591
234.0	39.6230789051
235.0	39.5894011956
236.0	39.5569437593
237.0	39.5256800992
238.0	39.4955844662
239.0	39.4666318332
240.0	39.4387978704
241.0	39.4120589219
242.0	39.3863919825
243.0	39.3617746763
244.0	39.3381852358
245.0	39.3156024816
246.0	39.2940058031
247.0	39.2733751404
248.0	39.2536909657
249.0	39.2349342671
250.0	39.2170865315
251.0	39.2001297289
252.0	39.1840462974
253.0	39.1688191282
254.0	39.1544315518
255.0	39.1408673243
256.0	39.1281106141
257.0	39.11614599
258.0	39.104958408
259.0	39.0945332006
260.0	39.0848560651
261.0	39.0759130525
262.0	39.0676905575
263.0	39.0601753081
264.0	39.0533543559
265.0	39.0472150666
266.0	39.0417451113
267.0	39.0369324571
268.0	39.0327653592
269.0	39.0292323524
270.0	39.0263222433
271.0	39.0240241028
272.0	39.0223272583
273.0	39.021221287
274.0	39.020696009
275.0	39.0207414802
276.0	39.0213479863
277.0	39.0225060364
278.0	39.0242063569
279.0	39.0264398857
280.0	39.0291977667
281.0	39.032471344
282.0	39.0362521569
283.0	39.0405319346
284.0	39.0453025914
285.0	39.0505562216
286.0	39.0562850951
287.0	39.0624816527
288.0	39.0691385018
289.0	39.0762484122
290.0	39.0838043119
291.0	39.0917992831
292.0	39.1002265582
293.0	39.1090795164
294.0	39.1183516796
295.0	39.1280367094
296.0	39.1381284031
297.0	39.1486206906
298.0	39.1595076312
299.0	39.1707834105
300.0	39.1824423373
301.0	39.1944788405
302.0	39.2068874662
303.0	39.2196628754
304.0	39.2327998404
305.0	39.2462932431
306.0	39.2601380717
307.0	39.2743294185
308.0	39.2888624777
309.0	39.3037325424
310.0	39.3189350029
311.0	39.3344653444
312.0	39.3503191443
313.0	39.3664920707
314.0	39.3829798802
315.0	39.3997784155
316.0	39.416883604
317.0	39.4342914555
318.0	39.4519980606
319.0	39.4699995887
320.0	39.4882922864
321.0	39.5068724759
322.0	39.5257365528
323.0	39.5448809851
324.0	39.5643023115
325.0	39.5839971394
326.0	39.6039621441
327.0	39.6241940668
328.0	39.6446897134
329.0	39.665445953
330.0	39.6864597167
331.0	39.7077279963
332.0	39.7292478427
333.0	39.751016365
334.0	39.7730307291
335.0	39.7952881566
336.0	39.8177859235
337.0	39.8405213593
338.0	39.8634918456
339.0	39.8866948151
340.0	39.9101277509
341.0	39.9337881849
342.0	39.9576736972
343.0	39.9817819148
344.0	40.0061105112
345.0	40.0306572048
346.0	40.0554197584
347.0	40.0803959781
348.0	40.1055837126
349.0	40.1309808524
350.0	40.1565853286
351.0	40.1823951124
352.0	40.2084082144
353.0	40.2346226835
354.0	40.2610366063
355.0	40.2876481065
356.0	40.3144553439
357.0	40.341456514
358.0	40.3686498469
359.0	40.3960336072
360.0	40.4236060928
361.0	40.4513656345
362.0	40.4793105953
363.0	40.5074393699
364.0	40.535750384
365.0	40.5642420938
366.0	40.5929129852
367.0	40.6217615735
368.0	40.6507864027
369.0	40.679986045
370.0	40.7093591003
371.0	40.7389041956
372.0	40.7686199846
373.0	40.798505147
374.0	40.8285583886
375.0	40.8587784398
376.0	40.8891640562
377.0	40.9197140174
378.0	40.9504271271
379.0	40.9813022122
380.0	41.0123381225
381.0	41.0435337307
382.0	41.0748879313
383.0	41.1063996407
384.0	41.1380677967
385.0	41.1698913581
386.0	41.2018693042
387.0	41.2340006346
388.0	41.2662843687
389.0	41.2987195456
390.0	41.3313052234
391.0	41.3640404792
392.0	41.3969244085
393.0	41.4299561251
394.0	41.4631347606
395.0	41.4964594642
396.0	41.5299294023
397.0	41.5635437583
398.0	41.5973017323
399.0	41.6312025407
400.0	41.6652454162
401.0	41.6994296071
402.0	41.7337543774
403.0	41.7682190063
404.0	41.8028227881
405.0	41.8375650319
406.0	41.8724450612
407.0	41.907462214
408.0	41.9426158422
409.0	41.9779053116
410.0	42.0133300015
411.0	42.0488893046
412.0	42.0845826268
413.0	42.1204093869
414.0	42.1563690164
415.0	42.1924609593
416.0	42.2286846719
417.0	42.2650396226
418.0	42.3015252917
419.0	42.3381411713
420.0	42.374886765
421.0	42.4117615876
422.0	42.4487651653
423.0	42.485897035
424.0	42.5231567447
425.0	42.5605438529
426.0	42.5980579285
427.0	42.6356985508
428.0	42.6734653093
429.0	42.7113578033
430.0	42.7493756422
431.0	42.7875184449
432.0	42.8257858398
433.0	42.8641774647
434.0	42.9026929669
435.0	42.9413320024
436.0	42.9800942365
437.0	43.018979343
438.0	43.0579870048
439.0	43.097116913
440.0	43.1363687674
441.0	43.1757422758
442.0	43.2152371546
443.0	43.2548531279
444.0	43.2945899279
445.0	43.3344472946
446.0	43.3744249759
447.0	43.414522727
448.0	43.4547403108
449.0	43.4950774975
450.0	43.5355340646
451.0	43.5761097969
452.0	43.616804486
453.0	43.6576179308
454.0	43.6985499368
455.0	43.7396003165
456.0	43.7807688889
457.0	43.8220554797
458.0	43.8634599212
459.0	43.9049820519
460.0	43.9466217167
461.0	43.9883787668
462.0	44.0302530596
463.0	44.0722444585
464.0	44.1143528327
465.0	44.1565780578
466.0	44.1989200147
467.0	44.2413785904
468.0	44.2839536775
469.0	44.3266451742
470.0	44.3694529841
471.0	44.4123770165
472.0	44.455417186
473.0	44.4985734125
474.0	44.5418456212
475.0	44.5852337424
476.0	44.6287377116
477.0	44.6723574694
478.0	44.7160929614
479.0	44.759944138
480.0	44.8039109546
481.0	44.8479933716
482.0	44.8921913537
483.0	44.9365048708
484.0	44.9809338971
485.0	45.0254784116
486.0	45.0701383977
487.0	45.1149138435
488.0	45.1598047414
489.0	45.204811088
490.0	45.2499328847
491.0	45.2951701368
492.0	45.340522854
493.0	45.3859910501
494.0	45.4315747433
495.0	45.4772739555
496.0	45.5230887131
497.0	45.5690190462
498.0	45.615064989
499.0	45.6612265796
500.0	45.7075038601
501.0	45.7538968763
502.0	45.8004056778
503.0	45.8470303183
504.0	45.8937708547
505.0	45.9406273481
506.0	45.9875998629
507.0	46.0346884675
508.0	46.0818932335
509.0	46.1292142362
510.0	46.1766515547
511.0	46.2242052711
512.0	46.2718754714
513.0	46.3196622447
514.0	46.3675656838
515.0	46.4155858845
516.0	46.4637229464
517.0	46.511976972
518.0	46.5603480673
519.0	46.6088363414
520.0	46.6574419068
521.0	46.7061648791
522.0	46.755005377
523.0	46.8039635226
524.0	46.8530394408
525.0	46.9022332598
526.0	46.9515451108
527.0	47.0009751282
528.0	47.0505234491
529.0	47.1001902138
530.0	47.1499755658
531.0	47.1998796511
532.0	47.249902619
533.0	47.3000446215
534.0	47.3503058136
535.0	47.4006863533
536.0	47.4511864012
537.0	47.5018061208
538.0	47.5525456786
539.0	47.6034052437
540.0	47.6543849882
541.0	47.7054850866
542.0	47.7567057166
543.0	47.8080470583
544.0	47.8595092947
545.0	47.9110926114
546.0	47.9627971967
547.0	48.0146232416
548.0	48.0665709398
549.0	48.1186404876
550.0	48.1708320838
551.0	48.2231459301
552.0	48.2755822305
553.0	48.3281411919
554.0	48.3808230234
555.0	48.4336279371
556.0	48.4865561473
557.0	48.539607871
558.0	48.5927833276
559.0	48.6460827393
560.0	48.6995063305
561.0	48.7530543283
562.0	48.8067269623
563.0	48.8605244643
564.0	48.9144470689
565.0	48.968495013
566.0	49.022668536
567.0	49.0769678797
568.0	49.1313932884
569.0	49.1859450089
570.0	49.2406232901
571.0	49.2954283837
572.0	49.3503605435
573.0	49.405420026
574.0	49.4606070898
575.0	49.5159219961
576.0	49.5713650083
577.0	49.6269363923
578.0	49.6826364165
579.0	49.7384653513
580.0	49.7944234697
581.0	49.8505110471
582.0	49.9067283611
583.0	49.9630756918
584.0	50.0195533214
585.0	50.0761615347
586.0	50.1329006187
587.0	50.1897708628
588.0	50.2467725585
589.0	50.3039060001
590.0	50.3611714836
591.0	50.4185693079
592.0	50.4760997738
593.0	50.5337631846
594.0	50.5915598459
595.0	50.6494900656
596.0	50.7075541539
597.0	50.7657524232
598.0	50.8240851885
599.0	50.8825527667
600.0	50.9411554774
601.0	50.9998936422
602.0	51.0587675851
603.0	51.1177776325
604.0	51.176924113
605.0	51.2362073575
606.0	51.2956276993
607.0	51.3551854738
608.0	51.4148810189
609.0	51.4747146748
610.0	51.5346867838
611.0	51.5947976907
612.0	51.6550477427
613.0	51.7154372889
614.0	51.7759666811
615.0	51.8366362734
616.0	51.8974464219
617.0	51.9583974853
618.0	52.0194898245
619.0	52.0807238029
620.0	52.1420997858
621.0	52.2036181414
622.0	52.2652792397
623.0	52.3270834534
624.0	52.3890311574
625.0	52.4511227288
626.0	52.5133585474
627.0	52.575738995
628.0	52.6382644558
629.0	52.7009353166
630.0	52.7637519663
631.0	52.8267147963
632.0	52.8898242003
633.0	52.9530805743
634.0	53.016484317
635.0	53.080035829
636.0	53.1437355138
637.0	53.2075837768
638.0	53.2715810261
639.0	53.3357276722
640.0	53.4000241279
641.0	53.4644708084
642.0	53.5290681315
643.0	53.5938165172
644.0	53.658716388
645.0	53.723768169
646.0	53.7889722876
647.0	53.8543291735
648.0	53.9198392592
649.0	53.9855029795
650.0	54.0513207716
651.0	54.1172930752
652.0	54.1834203326
653.0	54.2497029885
654.0	54.3161414902
655.0	54.3827362874
656.0	54.4494878323
657.0	54.5163965797
658.0	54.583462987
659.0	54.650687514
660.0	54.7180706231
661.0	54.7856127793
662.0	54.8533144502
663.0	54.9211761057
664.0	54.9891982187
665.0	55.0573812644
666.0	55.1257257207
667.0	55.1942320681
668.0	55.2629007898
669.0	55.3317323715
670.0	55.4007273017
671.0	55.4698860713
672.0	55.5392091741
673.0	55.6086971066
674.0	55.6783503676
675.0	55.7481694591
676.0	55.8181548855
677.0	55.888307154
678.0	55.9586267745
679.0	56.0291142595
680.0	56.0997701246
681.0	56.1705948878
682.0	56.2415890701
683.0	56.3127531952
684.0	56.3840877895
685.0	56.4555933823
686.0	56.5272705058
687.0	56.5991196949
688.0	56.6711414873
689.0	56.7433364236
690.0	56.8157050474
691.0	56.8882479051
692.0	56.9609655458
693.0	57.0338585218
694.0	57.1069273881
695.0	57.1801727027
696.0	57.2535950266
697.0	57.3271949236
698.0	57.4009729607
699.0	57.4749297076
700.0	57.5490657373
701.0	57.6233816255
702.0	57.6978779512
703.0	57.7725552964
704.0	57.8474142458
705.0	57.9224553877
706.0	57.9976793131
707.0	58.0730866162
708.0	58.1486778945
709.0	58.2244537482
710.0	58.3004147811
711.0	58.3765615999
712.0	58.4528948144
713.0	58.529415038
714.0	58.6061228868
715.0	58.6830189804
716.0	58.7601039415
717.0	58.8373783963
718.0	58.914842974
719.0	58.9924983073
720.0	59.0703450319
721.0	59.1483837871
722.0	59.2266152155
723.0	59.305039963
724.0	59.3836586787
725.0	59.4624720155
726.0	59.5414806293
727.0	59.6206851797
728.0	59.7000863295
729.0	59.7796847452
730.0	59.8594810966
731.0	59.9394760571
732.0	60.0196703036
733.0	60.1000645165
734.0	60.1806593797
735.0	60.2614555809
736.0	60.342453811
737.0	60.423654765
738.0	60.5050591411
739.0	60.5866676414
740.0	60.6684809716
741.0	60.750499841
742.0	60.8327249628
743.0	60.9151570537
744.0	60.9977968344
745.0	61.0806450292
746.0	61.1637023663
747.0	61.2469695775
748.0	61.3304473988
749.0	61.4141365697
750.0	61.4980378338
751.0	61.5821519385
752.0	61.6664796352
753.0	61.7510216791
754.0	61.8357788296
755.0	61.92075185
756.0	62.0059415074
757.0	62.0913485732
758.0	62.1769738227
759.0	62.2628180355
760.0	62.3488819951
761.0	62.4351664891
762.0	62.5216723095
763.0	62.6084002522
764.0	62.6953511174
765.0	62.7825257097
766.0	62.8699248378
767.0	62.9575493145
768.0	63.0453999573
769.0	63.1334775877
770.0	63.2217830318
771.0	63.3103171197
772.0	63.3990806864
773.0	63.488074571
774.0	63.5772996172
775.0	63.6667566731
776.0	63.7564465913
777.0	63.846370229
778.0	63.9365284481
779.0	64.0269221147
780.0	64.1175521
781.0	64.2084192795
782.0	64.2995245336
783.0	64.3908687471
784.0	64.48245281
785.0	64.5742776167
786.0	64.6663440665
787.0	64.7586530635
788.0	64.8512055167
789.0	64.9440023401
790.0	65.0370444522
791.0	65.130332777
792.0	65.2238682431
793.0	65.3176517842
794.0	65.4116843391
795.0	65.5059668515
796.0	65.6005002704
797.0	65.6952855498
798.0	65.790323649
799.0	65.8856155323
800.0	65.9811621694
801.0	66.0769645352
802.0	66.1730236099
803.0	66.2693403791
804.0	66.3659158336
805.0	66.4627509697
806.0	66.5598467891
807.0	66.6572042992
808.0	66.7548245125
809.0	66.8527084473
810.0	66.9508571274
811.0	67.0492715822
812.0	67.1479528468
813.0	67.246901962
814.0	67.3461199742
815.0	67.4456079357
816.0	67.5453669045
817.0	67.6453979444
818.0	67.7457021251
819.0	67.8462805224
820.0	67.9471342177
821.0	68.0482642987
822.0	68.1496718589
823.0	68.2513579981
824.0	68.3533238219
825.0	68.4555704422
826.0	68.5580989773
827.0	68.6609105513
828.0	68.764006295
829.0	68.8673873451
830.0	68.971054845
831.0	69.0750099443
832.0	69.1792537991
833.0	69.283787572
834.0	69.388612432
835.0	69.4937295549
836.0	69.599140123
837.0	69.7048453251
838.0	69.8108463568
839.0	69.9171444207
840.0	70.0237407258
841.0	70.1306364883
842.0	70.2378329309
843.0	70.3453312836
844.0	70.4531327832
845.0	70.5612386735
846.0	70.6696502054
847.0	70.7783686371
848.0	70.8873952337
849.0	70.9967312678
850.0	71.1063780189
851.0	71.2163367743
852.0	71.3266088283
853.0	71.4371954827
854.0	71.548098047
855.0	71.6593178379
856.0	71.7708561799
857.0	71.8827144052
858.0	71.9948938534
859.0	72.1073958721
860.0	72.2202218166
861.0	72.33337305
862.0	72.4468509435
863.0	72.560656876
864.0	72.6747922347
865.0	72.7892584145
866.0	72.9040568189
867.0	73.0191888592
868.0	73.1346559551
869.0	73.2504595347
870.0	73.3666010343
871.0	73.4830818987
872.0	73.5999035813
873.0	73.7170675437
874.0	73.8345752566
875.0	73.952428199
876.0	74.0706278588
877.0	74.1891757325
878.0	74.3080733258
879.0	74.427322153
880.0	74.5469237376
881.0	74.6668796121
882.0	74.787191318
883.0	74.9078604061
884.0	75.0288884365
885.0	75.1502769786
886.0	75.272027611
887.0	75.3941419219
888.0	75.5166215093
889.0	75.6394679802
890.0	75.7626829518
891.0	75.8862680509
892.0	76.0102249139
893.0	76.1345551873
894.0	76.2592605275
895.0	76.3843426009
896.0	76.5098030841
897.0	76.6356436638
898.0	76.761866037
899.0	76.888471911
900.0	77.0154630036
901.0	77.1428410428
902.0	77.2706077677
903.0	77.3987649274
904.0	77.5273142824
905.0	77.6562576034
906.0	77.7855966725
907.0	77.9153332824
908.0	78.0454692371
909.0	78.1760063515
910.0	78.3069464521
911.0	78.4382913762
912.0	78.5700429731
913.0	78.702203103
914.0	78.8347736382
915.0	78.9677564622
916.0	79.1011534705
917.0	79.2349665705
918.0	79.3691976814
919.0	79.5038487344
920.0	79.638921673
921.0	79.7744184527
922.0	79.9103410416
923.0	80.0466914198
924.0	80.1834715802
925.0	80.3206835282
926.0	80.458329282
927.0	80.5964108724
928.0	80.7349303433
929.0	80.8738897515
930.0	81.0132911668
931.0	81.1531366725
932.0	81.2934283648
933.0	81.4341683538
934.0	81.5753587626
935.0	81.7170017284
936.0	81.8590994017
937.0	82.0016539473
938.0	82.1446675435
939.0	82.2881423831
940.0	82.4320806727
941.0	82.5764846334
942.0	82.7213565007
943.0	82.8666985246
944.0	83.0125129697
945.0	83.1588021154
946.0	83.3055682559
947.0	83.4528137006
948.0	83.6005407738
949.0	83.7487518151
950.0	83.8974491796
951.0	84.0466352378
952.0	84.1963123756
953.0	84.3464829951
954.0	84.4971495139
955.0	84.6483143658
956.0	84.7999800006
957.0	84.9521488845
958.0	85.1048235
959.0	85.2580063462
960.0	85.411699939
961.0	85.5659068107
962.0	85.7206295111
963.0	85.8758706067
964.0	86.0316326814
965.0	86.1879183365
966.0	86.3447301907
967.0	86.5020708804
968.0	86.65994306
969.0	86.8183494017
970.0	86.9772925959
971.0	87.1367753512
972.0	87.2968003947
973.0	87.457370472
974.0	87.6184883476
975.0	87.7801568049
976.0	87.942378646
977.0	88.1051566928
978.0	88.2684937861
979.0	88.4323927866
980.0	88.5968565744
981.0	88.7618880499
982.0	88.9274901331
983.0	89.0936657647
984.0	89.2604179054
985.0	89.4277495368
986.0	89.595663661
987.0	89.7641633014
988.0	89.9332515022
989.0	90.102931329
990.0	90.2732058691
991.0	90.4440782311
992.0	90.6155515458
993.0	90.787628966
994.0	90.9603136667
995.0	91.1336088453
996.0	91.3075177221
997.0	91.48204354
998.0	91.6571895651
999.0	91.8329590866
1000.0	92.0093554175
1001.0	92.1863818941
1002.0	92.3640418768
1003.0	92.5423387501
1004.0	92.7212759227
1005.0	92.9008568279
1006.0	93.0810849239
1007.0	93.2619636936
1008.0	93.4434966453
1009.0	93.6256873127
1010.0	93.8085392552
1011.0	93.9920560579
1012.0	94.1762413322
1013.0	94.3610987159
1014.0	94.5466318732
1015.0	94.7328444954
1016.0	94.9197403008
1017.0	95.1073230348
1018.0	95.2955964709
1019.0	95.48456441
1020.0	95.6742306812
1021.0	95.8645991421
1022.0	96.0556736789
1023.0	96.2474582065
1024.0	96.4399566693
1025.0	96.6331730407
1026.0	96.8271113241
1027.0	97.0217755529
1028.0	97.2171697905
1029.0	97.4132981311
1030.0	97.6101646997
1031.0	97.8077736522
1032.0	98.0061291763
1033.0	98.2052354909
1034.0	98.4050968474
1035.0	98.6057175293
1036.0	98.8071018526
1037.0	99.0092541664
1038.0	99.2121788531
1039.0	99.4158803284
1040.0	99.6203630422
1041.0	99.8256314783
1042.0	100.031690155
1043.0	100.238543626
1044.0	100.44619648
1045.0	100.654653341
1046.0	100.863918869
1047.0	101.073997759
1048.0	101.284894746
1049.0	101.496614598
1050.0	101.709162123
1051.0	101.922542165
1052.0	102.136759607
1053.0	102.351819371
1054.0	102.567726416
1055.0	102.784485741
1056.0	103.002102385
1057.0	103.220581427
1058.0	103.439927986
1059.0	103.660147222
1060.0	103.764817651
1061.0	103.864448468
1062.0	103.964211832
1063.0	104.06410803
1064.0	104.164137352
1065.0	104.264300087
1066.0	104.364596524
1067.0	104.465026954
1068.0	104.56559167
1069.0	104.666290963
1070.0	104.767125127
1071.0	104.868094456
1072.0	104.969199243
1073.0	105.070439786
1074.0	105.171816379
1075.0	105.27332932
1076.0	105.374978907
1077.0	105.476765439
1078.0	105.578689214
1079.0	105.680750534
1080.0	105.782949699
1081.0	105.885287011
1082.0	105.987762772
1083.0	106.090377287
1084.0	106.193130859
1085.0	106.296023793
1086.0	106.399056396
1087.0	106.502228974
1088.0	106.605541834
1089.0	106.708995286
1090.0	106.812589637
1091.0	106.916325199
1092.0	107.020202282
1093.0	107.124221198
1094.0	107.228382259
1095.0	107.332685779
1096.0	107.437132072
1097.0	107.541721454
1098.0	107.646454239
1099.0	107.751330745
1100.0	107.856351291
1101.0	107.961516193
1102.0	108.066825772
1103.0	108.172280348
1104.0	108.277880242
1105.0	108.383625776
1106.0	108.489517273
1107.0	108.595555057
1108.0	108.701739452
1109.0	108.808070785
1110.0	108.914549381
1111.0	109.021175568
1112.0	109.127949674
1113.0	109.234872029
1114.0	109.341942963
1115.0	109.449162806
1116.0	109.55653189
1117.0	109.664050548
1118.0	109.771719115
1119.0	109.879537924
1120.0	109.987507311
1121.0	110.095627613
1122.0	110.203899168
1123.0	110.312322313
1124.0	110.420897388
1125.0	110.529624733
1126.0	110.638504689
1127.0	110.7475376
1128.0	110.856723806
1129.0	110.966063654
1130.0	111.075557488
1131.0	111.185205654
1132.0	111.295008498
1133.0	111.40496637
1134.0	111.515079617
1135.0	111.62534859
1136.0	111.735773639
1137.0	111.846355117
1138.0	111.957093377
1139.0	112.067988771
1140.0	112.179041656
1141.0	112.290252386
1142.0	112.40162132
1143.0	112.513148814
1144.0	112.624835227
1145.0	112.6462049
1146.0	112.648313627
1147.0	112.650400637
1148.0	112.652465936
1149.0	112.654509527
1150.0	112.656531415
1151.0	112.658531606
1152.0	112.660510103
1153.0	112.662466912
1154.0	112.664402037
1155.0	112.666315483
1156.0	112.668207256
1157.0	112.67007736
1158.0	112.6719258
1159.0	112.673752581
1160.0	112.675557709
1161.0	112.677341189
1162.0	112.679103026
1163.0	112.680843225
1164.0	112.682561793
1165.0	112.684258734
1166.0	112.685934053
1167.0	112.687587757
1168.0	112.689219851
1169.0	112.690830341
1170.0	112.692419233
1171.0	112.693986531
1172.0	112.695532243
1173.0	112.697056374
1174.0	112.69855893
1175.0	112.700039917
1176.0	112.701499341
1177.0	112.702937209
1178.0	112.704353525
1179.0	112.705748298
1180.0	112.707121532
1181.0	112.708473234
1182.0	112.709803411
1183.0	112.711112069
1184.0	112.712399214
1185.0	112.713664853
1186.0	112.714908993
1187.0	112.71613164
1188.0	112.717332801
1189.0	112.718512483
1190.0	112.719670692
1191.0	112.720807435
1192.0	112.72192272
1193.0	112.723016552
1194.0	112.724088939
1195.0	112.725139889
1196.0	112.726169408
1197.0	112.727177502
1198.0	112.728164181
1199.0	112.72912945
1200.0	112.730073317
1201.0	112.730995789
1202.0	112.731896874
1203.0	112.732776578
1204.0	112.733634911
1205.0	112.734471878
1206.0	112.735287488
1207.0	112.736081748
1208.0	112.736854666
1209.0	112.737606249
1210.0	112.738336505
1211.0	112.739045443
1212.0	112.739733069
1213.0	112.740399392
1214.0	112.741044419
1215.0	112.74166816
1216.0	112.74227062
1217.0	112.74285181
1218.0	112.743411736
1219.0	112.743950407
1220.0	112.744467831
1221.0	112.744964017
1222.0	112.745438972
1223.0	112.745892704
1224.0	112.746325224
1225.0	112.746736537
1226.0	112.747126654
1227.0	112.747495583
1228.0	112.747843331
1229.0	112.748169909
1230.0	112.748475323
1231.0	112.748759584
1232.0	112.749022699
1233.0	112.749264678
1234.0	112.749485528
1235.0	112.74968526
1236.0	112.749863882
1237.0	112.750021402
1238.0	112.75015783
1239.0	112.750273175
1240.0	112.750367446
1241.0	112.750440651
1242.0	112.7504928
1243.0	112.750523902
1244.0	112.750533967
1245.0	112.750523003
1246.0	112.750491019
1247.0	112.750438026
1248.0	112.750364032
1249.0	112.750269046
1250.0	112.750153079
1251.0	112.750016139
1252.0	112.749858237
1253.0	112.749679381
1254.0	112.749479581
1255.0	112.749258847
1256.0	112.749017189
1257.0	112.748754616
1258.0	112.748471137
1259.0	112.748166763
1260.0	112.747841504
1261.0	112.747495369
1262.0	112.747128368
1263.0	112.746740511
1264.0	112.746331808
1265.0	112.745902268
1266.0	112.745451903
1267.0	112.744980722
1268.0	112.744488735
1269.0	112.743975952
1270.0	112.743442383
1271.0	112.742888039
1272.0	112.742312929
1273.0	112.741717065
