Iteration number	SNR plasmon
150.0	10.9046036308
151.0	10.8995852569
152.0	10.8948937497
153.0	10.8905230773
154.0	10.8864673428
155.0	10.8827182834
156.0	10.8792477426
157.0	10.8760746028
158.0	10.8730668337
159.0	10.8702917488
160.0	10.8678005789
161.0	10.8653503911
162.0	10.8631157095
163.0	10.8611532314
164.0	10.8588648516
165.0	10.8568129507
166.0	10.8550239395
167.0	10.8534930479
168.0	10.852206583
169.0	10.8511364798
170.0	10.8503117829
171.0	10.8496074636
172.0	10.8490671171
173.0	10.8487380763
174.0	10.8471173051
175.0	10.8380042582
176.0	10.8290798222
177.0	10.8203889083
178.0	10.8119650397
179.0	10.8038033269
180.0	10.7958989837
181.0	10.7882473248
182.0	10.7808437623
183.0	10.7736838041
184.0	10.7667630505
185.0	10.7600771924
186.0	10.7536019074
187.0	10.7472506481
188.0	10.741122656
189.0	10.7352139382
190.0	10.7294995416
191.0	10.7239889197
192.0	10.7186859679
193.0	10.7135870009
194.0	10.7086884053
195.0	10.7039866382
196.0	10.6982230686
197.0	10.6925577833
198.0	10.6870808703
199.0	10.6817890369
200.0	10.6766790544
201.0	10.6717477569
202.0	10.6669920398
203.0	10.662408858
204.0	10.6579843137
205.0	10.6537099178
206.0	10.6495992876
207.0	10.6456496018
208.0	10.6418580923
209.0	10.6382220422
210.0	10.6347387855
211.0	10.6314057051
212.0	10.6282202322
213.0	10.6251775733
214.0	10.6221792792
215.0	10.6193038297
216.0	10.6164643578
217.0	10.6130890282
218.0	10.6098121406
219.0	10.6066731827
220.0	10.6036697758
221.0	10.6007503929
222.0	10.5979433559
223.0	10.5952653417
224.0	10.5925252715
225.0	10.5898647687
226.0	10.5873064035
227.0	10.5848392102
228.0	10.5824903845
229.0	10.5802578857
230.0	10.5781397091
231.0	10.5761338851
232.0	10.5742334656
233.0	10.5724103411
234.0	10.5706941845
235.0	10.5690831542
236.0	10.5675754401
237.0	10.5661692634
238.0	10.5648628755
239.0	10.5636545576
240.0	10.5625366169
241.0	10.5614876877
242.0	10.560531793
243.0	10.5596673264
244.0	10.5588927086
245.0	10.5582063867
246.0	10.5576068336
247.0	10.5570925475
248.0	10.5566620517
249.0	10.5563138936
250.0	10.5560466447
251.0	10.5558556292
252.0	10.5557294984
253.0	10.5556604135
254.0	10.5555201082
255.0	10.5554094248
256.0	10.5552153708
257.0	10.5550850496
258.0	10.5550075675
259.0	10.5549917212
260.0	10.5549900233
261.0	10.5550564332
262.0	10.5551897501
263.0	10.5553887923
264.0	10.5556523971
265.0	10.5559641478
266.0	10.5563380901
267.0	10.5567732994
268.0	10.5572686846
269.0	10.557823172
270.0	10.5561902045
271.0	10.5539651979
272.0	10.5518124746
273.0	10.5497308418
274.0	10.5477191254
275.0	10.5457761701
276.0	10.5439008389
277.0	10.5420920129
278.0	10.5403485907
279.0	10.5384948189
280.0	10.5350372158
281.0	10.5316604959
282.0	10.5283635276
283.0	10.5251451951
284.0	10.5219963727
285.0	10.5189236278
286.0	10.5159263166
287.0	10.5129217319
288.0	10.5099901464
289.0	10.5071311015
290.0	10.5043435821
291.0	10.5016265873
292.0	10.4989791305
293.0	10.496400239
294.0	10.4938886847
295.0	10.4914370804
296.0	10.489051215
297.0	10.4867301691
298.0	10.4844685744
299.0	10.4822181485
300.0	10.4800304043
301.0	10.4779044653
302.0	10.4758394667
303.0	10.473834556
304.0	10.4718727475
305.0	10.4699650327
306.0	10.4681147692
307.0	10.4663211519
308.0	10.4645833868
309.0	10.4629006908
310.0	10.4612722914
311.0	10.4596974266
312.0	10.4581753448
313.0	10.4567053048
314.0	10.4552865751
315.0	10.4539184344
316.0	10.4526001711
317.0	10.451331083
318.0	10.4501104775
319.0	10.4489376715
320.0	10.4478119907
321.0	10.4467134585
322.0	10.4455281613
323.0	10.4443755521
324.0	10.4430363317
325.0	10.4417412236
326.0	10.4404677886
327.0	10.439218681
328.0	10.4380042222
329.0	10.4368312925
330.0	10.4356993087
331.0	10.4346076952
332.0	10.4335558841
333.0	10.4325260454
334.0	10.4315293005
335.0	10.4305707036
336.0	10.4296497158
337.0	10.4287658057
338.0	10.4279184487
339.0	10.427099801
340.0	10.4263021103
341.0	10.4255324465
342.0	10.4247808217
343.0	10.4240633921
344.0	10.4233796716
345.0	10.4227291803
346.0	10.422111445
347.0	10.4215259982
348.0	10.4209723788
349.0	10.4204501318
350.0	10.4199588079
351.0	10.4194979638
352.0	10.419067162
353.0	10.4186659706
354.0	10.4182939633
355.0	10.4179507195
356.0	10.4176358239
357.0	10.4173488666
358.0	10.4170894431
359.0	10.4168571539
360.0	10.416651605
361.0	10.4164724071
362.0	10.4163191763
363.0	10.4161915333
364.0	10.4160891039
365.0	10.4160115186
366.0	10.4159355264
367.0	10.415819927
368.0	10.4157281441
369.0	10.4156598258
370.0	10.4156146244
371.0	10.4155921968
372.0	10.4155922043
373.0	10.4156143125
374.0	10.4156581912
375.0	10.4157235147
376.0	10.415270879
377.0	10.4120606468
378.0	10.4088849013
379.0	10.4057432588
380.0	10.4026353397
381.0	10.399560769
382.0	10.3965191759
383.0	10.393510194
384.0	10.3905334611
385.0	10.387588619
386.0	10.3846753138
387.0	10.3817931957
388.0	10.3789419187
389.0	10.3761211409
390.0	10.3733305244
391.0	10.3705697349
392.0	10.3678384421
393.0	10.3651363194
394.0	10.3624619869
395.0	10.3597962554
396.0	10.3571588542
397.0	10.3545494702
398.0	10.3519677936
399.0	10.3494135185
400.0	10.3468863422
401.0	10.3443859654
402.0	10.3419120923
403.0	10.3394644304
404.0	10.3370353087
405.0	10.3346247192
406.0	10.3322395151
407.0	10.3298794163
408.0	10.3275441462
409.0	10.3252334312
410.0	10.3229470005
411.0	10.3206845868
412.0	10.3184459253
413.0	10.3162307546
414.0	10.3140388158
415.0	10.3118686162
416.0	10.3097110281
417.0	10.3075577825
418.0	10.3053838599
419.0	10.303147968
420.0	10.3009338143
421.0	10.2987411586
422.0	10.2965697632
423.0	10.2944193931
424.0	10.2922898159
425.0	10.2901808018
426.0	10.2880921235
427.0	10.2860235563
428.0	10.2839748779
429.0	10.2819417504
430.0	10.2799057088
431.0	10.277874428
432.0	10.275862235
433.0	10.2738689191
434.0	10.2718942717
435.0	10.2699380867
436.0	10.2679151209
437.0	10.2657824743
438.0	10.2636681508
439.0	10.2615719489
440.0	10.2594936696
441.0	10.2574331159
442.0	10.2553900931
443.0	10.2533644087
444.0	10.251355872
445.0	10.2493642947
446.0	10.2473894905
447.0	10.2454312751
448.0	10.2434894663
449.0	10.2415638837
450.0	10.2396543491
451.0	10.2377606861
452.0	10.2358827204
453.0	10.2340158283
454.0	10.2313847661
455.0	10.2287733351
456.0	10.2261813471
457.0	10.2236086156
458.0	10.2210549564
459.0	10.2185201868
460.0	10.2160041263
461.0	10.2135065961
462.0	10.2110103406
463.0	10.208505385
464.0	10.20601853
465.0	10.2035409322
466.0	10.2010667942
467.0	10.1986103145
468.0	10.1961713255
469.0	10.1937305969
470.0	10.1913059735
471.0	10.1888983644
472.0	10.1865076086
473.0	10.1841335469
474.0	10.1817628741
475.0	10.1793657239
476.0	10.1769141257
477.0	10.174478958
478.0	10.1720600697
479.0	10.169657311
480.0	10.1672705337
481.0	10.1648995913
482.0	10.1625443384
483.0	10.1602046314
484.0	10.1578803279
485.0	10.155571287
486.0	10.1532773693
487.0	10.1509984367
488.0	10.1487343524
489.0	10.1464752962
490.0	10.144205998
491.0	10.1419512126
492.0	10.1397108081
493.0	10.1373629589
494.0	10.1348535736
495.0	10.1323504167
496.0	10.1298614346
497.0	10.1273265525
498.0	10.1247755826
499.0	10.1222385937
500.0	10.1197154598
501.0	10.1172060564
502.0	10.1147102599
503.0	10.1122279481
504.0	10.1097568603
505.0	10.1072887878
506.0	10.1048340304
507.0	10.1023924699
508.0	10.0999639893
509.0	10.097531143
510.0	10.0951057048
511.0	10.0926930669
512.0	10.0902931165
513.0	10.0879057416
514.0	10.085527979
515.0	10.0831500756
516.0	10.0807844737
517.0	10.0784310653
518.0	10.0760897436
519.0	10.073760403
520.0	10.0702226677
521.0	10.0666788001
522.0	10.063149778
523.0	10.0596354918
524.0	10.0561358324
525.0	10.0526506921
526.0	10.0491799639
527.0	10.045723542
528.0	10.0422813214
529.0	10.0388531979
530.0	10.0345992578
531.0	10.0294889614
532.0	10.0243999
533.0	10.0193319216
534.0	10.0142848752
535.0	10.0092586112
536.0	10.0042529815
537.0	9.99926783907
538.0	9.99430303845
539.0	9.9893584353
540.0	9.9844276022
541.0	9.97951094592
542.0	9.97461406872
543.0	9.96973683119
544.0	9.96487909518
545.0	9.96004072375
546.0	9.95522158117
547.0	9.95042153288
548.0	9.94564044554
549.0	9.94087818695
550.0	9.93613462607
551.0	9.93140963303
552.0	9.92670062959
553.0	9.92199349971
554.0	9.91730460298
555.0	9.91263381363
556.0	9.90798100699
557.0	9.90334605947
558.0	9.89872884856
559.0	9.89412925278
560.0	9.88954715174
561.0	9.88498242606
562.0	9.8804349574
563.0	9.87589591595
564.0	9.87136860825
565.0	9.86685826012
566.0	9.86236475696
567.0	9.85788798516
568.0	9.85342783209
569.0	9.84898418607
570.0	9.84455693637
571.0	9.84014505686
572.0	9.83574392098
573.0	9.83135887132
574.0	9.82698980077
575.0	9.82263660314
576.0	9.81829917314
577.0	9.81397740638
578.0	9.80967119932
579.0	9.80538044932
580.0	9.80110505459
581.0	9.79684491419
582.0	9.79226700761
583.0	9.78576766244
584.0	9.77929162944
585.0	9.77283876417
586.0	9.76640107173
587.0	9.75989947519
588.0	9.7534208693
589.0	9.74696511278
590.0	9.74053206548
591.0	9.7341215884
592.0	9.72773354362
593.0	9.72136779434
594.0	9.71502420486
595.0	9.70870264055
596.0	9.70240296786
597.0	9.6961250543
598.0	9.68986876843
599.0	9.68363397987
600.0	9.67742055924
601.0	9.67122837822
602.0	9.66503156654
603.0	9.65882605016
604.0	9.65264166644
605.0	9.64647828946
606.0	9.64033579429
607.0	9.63419752426
608.0	9.62794855881
609.0	9.62172056916
610.0	9.6155134316
611.0	9.60932702335
612.0	9.60316122262
613.0	9.59701590855
614.0	9.59089096124
615.0	9.58478626172
616.0	9.57870169192
617.0	9.57263713472
618.0	9.5665924739
619.0	9.56056759412
620.0	9.55456238095
621.0	9.54857672085
622.0	9.54261050113
623.0	9.53666360998
624.0	9.53073593646
625.0	9.52482737047
626.0	9.51893780275
627.0	9.51306712488
628.0	9.50721522928
629.0	9.50138200917
630.0	9.4955673586
631.0	9.48977117241
632.0	9.48399334627
633.0	9.4782337766
634.0	9.47249236063
635.0	9.46676899636
636.0	9.46106358258
637.0	9.4553760188
638.0	9.44970620534
639.0	9.44405404322
640.0	9.43841743106
641.0	9.43279188785
642.0	9.42718371262
643.0	9.42159280931
644.0	9.4160190826
645.0	9.41008597493
646.0	9.40392897987
647.0	9.39778974892
648.0	9.39166819291
649.0	9.38556422328
650.0	9.37947775207
651.0	9.37340869193
652.0	9.36735695608
653.0	9.36132245837
654.0	9.35530511321
655.0	9.34930483559
656.0	9.34332154109
657.0	9.33735514585
658.0	9.33140556659
659.0	9.32546089902
660.0	9.31951003943
661.0	9.31357056115
662.0	9.30764337338
663.0	9.30172487441
664.0	9.29582187849
665.0	9.28993515166
666.0	9.28406461546
667.0	9.27821019198
668.0	9.27237180382
669.0	9.2665493741
670.0	9.26074282644
671.0	9.25495208496
672.0	9.2491770743
673.0	9.24341771959
674.0	9.23767394644
675.0	9.23194568096
676.0	9.22623198438
677.0	9.2205305762
678.0	9.21484446551
679.0	9.20917358031
680.0	9.20351784904
681.0	9.19787720062
682.0	9.19225156445
683.0	9.18664087036
684.0	9.18104504865
685.0	9.17546403007
686.0	9.16989774583
687.0	9.16434612757
688.0	9.15880910737
689.0	9.15328661775
690.0	9.14777859168
691.0	9.14228496255
692.0	9.13680566417
693.0	9.13134063078
694.0	9.12588979705
695.0	9.12045309805
696.0	9.11503046929
697.0	9.10962184666
698.0	9.10422716647
699.0	9.09884636546
700.0	9.09347938073
701.0	9.08812614981
702.0	9.08278661061
703.0	9.07746070144
704.0	9.07214836098
705.0	9.06683488987
706.0	9.06150171423
707.0	9.05617799543
708.0	9.05086777989
709.0	9.04557100742
710.0	9.04028761825
711.0	9.03501755296
712.0	9.02976075251
713.0	9.02451715822
714.0	9.01928671179
715.0	9.0140533152
716.0	9.00882745627
717.0	9.00361462796
718.0	8.99841477315
719.0	8.99322783508
720.0	8.98805375735
721.0	8.98289248389
722.0	8.977743959
723.0	8.97260812729
724.0	8.96748493374
725.0	8.96237432365
726.0	8.95727624265
727.0	8.95219063672
728.0	8.94711745215
729.0	8.94205663557
730.0	8.93700813393
731.0	8.9319718945
732.0	8.92694786488
733.0	8.92193599297
734.0	8.91693622699
735.0	8.91194851549
736.0	8.9069728073
737.0	8.90200905159
738.0	8.89705719781
739.0	8.89211719573
740.0	8.88716953447
741.0	8.88223013432
742.0	8.87730249238
743.0	8.87238655937
744.0	8.86748228628
745.0	8.86258962441
746.0	8.85770852535
747.0	8.85283894097
748.0	8.84798082342
749.0	8.84313412514
750.0	8.83829879886
751.0	8.83347479757
752.0	8.82866207456
753.0	8.82386058337
754.0	8.81883646228
755.0	8.81368941518
756.0	8.80855485086
757.0	8.80343271619
758.0	8.79832295835
759.0	8.79322552485
760.0	8.78814036352
761.0	8.78306255284
762.0	8.77799101508
763.0	8.77293161814
764.0	8.76788431097
765.0	8.76284904286
766.0	8.75782576336
767.0	8.75281376896
768.0	8.74780992022
769.0	8.742817921
770.0	8.73783772202
771.0	8.73286640635
772.0	8.72790068309
773.0	8.72294663956
774.0	8.71800422752
775.0	8.71307339902
776.0	8.70815410641
777.0	8.7032463023
778.0	8.69834993959
779.0	8.69346497147
780.0	8.68859135137
781.0	8.68372903302
782.0	8.67887797042
783.0	8.67403811784
784.0	8.66920942979
785.0	8.66439186107
786.0	8.65958536676
787.0	8.65478990215
788.0	8.65000542284
789.0	8.64523188465
790.0	8.64046924368
791.0	8.63571745628
792.0	8.63097647904
793.0	8.62624626881
794.0	8.62152678268
795.0	8.616817978
796.0	8.61211981235
797.0	8.60742804386
798.0	8.60269704355
799.0	8.59797670331
800.0	8.59326698108
801.0	8.58856783508
802.0	8.58387922374
803.0	8.57920110574
804.0	8.57453343999
805.0	8.56987618563
806.0	8.56522930203
807.0	8.56059274879
808.0	8.55596648575
809.0	8.55135047296
810.0	8.54674467069
811.0	8.54214903945
812.0	8.53756353996
813.0	8.53298813316
814.0	8.52842278022
815.0	8.5238674425
816.0	8.51932208161
817.0	8.51478665934
818.0	8.51026113772
819.0	8.50574547897
820.0	8.50123964552
821.0	8.49674360003
822.0	8.49225730533
823.0	8.48778072449
824.0	8.48331382076
825.0	8.47885655761
826.0	8.47440889868
827.0	8.46997080784
828.0	8.46554224914
829.0	8.46112318684
830.0	8.45671358539
831.0	8.45231340942
832.0	8.44792262377
833.0	8.44354119346
834.0	8.4391690837
835.0	8.4348062599
836.0	8.43045268765
837.0	8.42610833271
838.0	8.42177316105
839.0	8.4174471388
840.0	8.4131302323
841.0	8.40882240804
842.0	8.40452363271
843.0	8.40023067134
844.0	8.39594567385
845.0	8.39166964182
846.0	8.38740254254
847.0	8.3831443435
848.0	8.37889501236
849.0	8.37465199914
850.0	8.37040233124
851.0	8.36616146838
852.0	8.36192937878
853.0	8.35770603085
854.0	8.35349139314
855.0	8.34928543438
856.0	8.34508812346
857.0	8.34089942943
858.0	8.33671932151
859.0	8.33253905889
860.0	8.32835963767
861.0	8.3241887242
862.0	8.32002628828
863.0	8.31587229987
864.0	8.31172672911
865.0	8.30758954625
866.0	8.30340278367
867.0	8.29921348759
868.0	8.29503259202
869.0	8.29086006751
870.0	8.28669588476
871.0	8.28254001463
872.0	8.27839242814
873.0	8.27425309642
874.0	8.27012199079
875.0	8.26599908269
876.0	8.26188434372
877.0	8.25777774562
878.0	8.25367926026
879.0	8.24958885967
880.0	8.24550651603
881.0	8.24143220163
882.0	8.23736588893
883.0	8.23330755051
884.0	8.2292571591
885.0	8.22521468757
886.0	8.2211801089
887.0	8.21715339624
888.0	8.21313452285
889.0	8.20912346214
890.0	8.20512018764
891.0	8.20112467303
892.0	8.19713689209
893.0	8.19315681877
894.0	8.18918442712
895.0	8.18521969133
896.0	8.18126258571
897.0	8.17731308471
898.0	8.1733711629
899.0	8.16943679497
900.0	8.16550995574
901.0	8.16159062015
902.0	8.15767876328
903.0	8.15377436031
904.0	8.14987738656
905.0	8.14598781744
906.0	8.14210562852
907.0	8.13823079547
908.0	8.13436329406
909.0	8.13050310023
910.0	8.12665018997
911.0	8.12280453945
912.0	8.1189661249
913.0	8.11513492271
914.0	8.11131090935
915.0	8.10749406143
916.0	8.10368435566
917.0	8.09988176886
918.0	8.09608627796
919.0	8.09229786001
920.0	8.08844282203
921.0	8.08456853213
922.0	8.08070168281
923.0	8.07684224993
924.0	8.07299020946
925.0	8.06914523175
926.0	8.06530076297
927.0	8.0614584536
928.0	8.05762140047
929.0	8.05379165794
930.0	8.04996920255
931.0	8.04615401097
932.0	8.04234079331
933.0	8.03853071442
934.0	8.03472785504
935.0	8.03093219217
936.0	8.02714370296
937.0	8.02336236463
938.0	8.01958815452
939.0	8.01582105007
940.0	8.01206102883
941.0	8.00830806845
942.0	8.00456214668
943.0	8.00082324138
944.0	7.99709133049
945.0	7.99336639209
946.0	7.98964840432
947.0	7.98593734544
948.0	7.98222664015
949.0	7.97852271929
950.0	7.97482202639
951.0	7.97111960229
952.0	7.96742403734
953.0	7.96373531026
954.0	7.96005339988
955.0	7.95637828512
956.0	7.95270994498
957.0	7.94904835859
958.0	7.94539350515
959.0	7.94174536395
960.0	7.93810391438
961.0	7.93446913592
962.0	7.93084100816
963.0	7.92721558353
964.0	7.9235967455
965.0	7.9199845003
966.0	7.91637882786
967.0	7.9127797082
968.0	7.90918712143
969.0	7.90560104776
970.0	7.90202146746
971.0	7.89844836092
972.0	7.89488170859
973.0	7.89132149103
974.0	7.88776768886
975.0	7.8842202828
976.0	7.88067925366
977.0	7.87714264509
978.0	7.87360982069
979.0	7.87008332239
980.0	7.86656313134
981.0	7.86304922876
982.0	7.85954159595
983.0	7.85604021429
984.0	7.85254506526
985.0	7.8490561304
986.0	7.84557339133
987.0	7.84209682976
988.0	7.83862642748
989.0	7.83516216635
990.0	7.8317040283
991.0	7.82825199536
992.0	7.82480604963
993.0	7.82136617328
994.0	7.81793234856
995.0	7.81450455779
996.0	7.81108278338
997.0	7.8076670078
998.0	7.80425721361
999.0	7.80085338343
1000.0	7.79745549996
1001.0	7.79406354598
1002.0	7.79067750432
1003.0	7.78729735792
1004.0	7.78392308976
1005.0	7.7805546829
1006.0	7.77719212048
1007.0	7.77383538571
1008.0	7.77048231519
1009.0	7.76712465592
1010.0	7.76377131999
1011.0	7.76041964067
1012.0	7.75707375327
1013.0	7.75373364126
1014.0	7.75039928822
1015.0	7.74707067775
1016.0	7.74374779357
1017.0	7.74043061942
1018.0	7.73711913915
1019.0	7.73381333664
1020.0	7.73051319585
1021.0	7.72721870083
1022.0	7.72392983565
1023.0	7.72064658449
1024.0	7.71736893157
1025.0	7.71409686118
1026.0	7.7108183214
1027.0	7.70738237711
1028.0	7.70395239073
1029.0	7.70052834563
1030.0	7.69711022518
1031.0	7.69369801289
1032.0	7.69029169227
1033.0	7.68689124694
1034.0	7.68349666058
1035.0	7.68010791691
1036.0	7.67672499974
1037.0	7.67334789295
1038.0	7.66997658046
1039.0	7.66661104628
1040.0	7.66325127445
1041.0	7.65989724912
1042.0	7.65654181429
1043.0	7.65317193747
1044.0	7.64980781081
1045.0	7.64644941852
1046.0	7.64309674491
1047.0	7.63974977432
1048.0	7.63640849117
1049.0	7.63307287994
1050.0	7.62974292516
1051.0	7.62641861145
1052.0	7.62309992345
1053.0	7.61978684589
1054.0	7.61647936355
1055.0	7.61317746127
1056.0	7.60988112395
1057.0	7.60659033656
1058.0	7.60330508411
1059.0	7.60002535167
1060.0	7.5967511244
1061.0	7.59348238746
1062.0	7.59021912613
1063.0	7.58696132571
1064.0	7.58370897156
1065.0	7.58046204911
1066.0	7.57722054383
1067.0	7.57398444127
1068.0	7.57075372701
1069.0	7.5675283867
1070.0	7.56430840605
1071.0	7.56109377081
1072.0	7.55788446679
1073.0	7.55468047986
1074.0	7.55148179594
1075.0	7.54828840102
1076.0	7.54510028111
1077.0	7.5419174223
1078.0	7.53873981073
1079.0	7.53556743258
1080.0	7.5324002741
1081.0	7.52923832158
1082.0	7.52608156136
1083.0	7.52292997986
1084.0	7.5197835635
1085.0	7.51664229881
1086.0	7.51350617232
1087.0	7.51037517064
1088.0	7.50724928042
1089.0	7.50412848838
1090.0	7.50101278125
1091.0	7.49790214586
1092.0	7.49479656904
1093.0	7.49169603771
1094.0	7.48860053882
1095.0	7.48551005936
1096.0	7.48242458639
1097.0	7.479344107
1098.0	7.47626860834
1099.0	7.47319807761
1100.0	7.47013250205
1101.0	7.46707186894
1102.0	7.46401616562
1103.0	7.46096537949
1104.0	7.45791949796
1105.0	7.45487850851
1106.0	7.45184239867
1107.0	7.44881115601
1108.0	7.44578476814
1109.0	7.44276322273
1110.0	7.43974650748
1111.0	7.43673461013
1112.0	7.4337275185
1113.0	7.43072522041
1114.0	7.42772770376
1115.0	7.42473495647
1116.0	7.42174696653
1117.0	7.41876372194
1118.0	7.41578521078
1119.0	7.41281142113
1120.0	7.40984234117
1121.0	7.40687614639
1122.0	7.40390767967
1123.0	7.4009438963
1124.0	7.39798478456
1125.0	7.3950303328
1126.0	7.39208052941
1127.0	7.38913536282
1128.0	7.3861948215
1129.0	7.38325889395
1130.0	7.38032756874
1131.0	7.37740083444
1132.0	7.37447867971
1133.0	7.37156109321
1134.0	7.36864806366
1135.0	7.36573957982
1136.0	7.36283563048
1137.0	7.35993620448
1138.0	7.3570412907
1139.0	7.35415087804
1140.0	7.35126495548
1141.0	7.34838351199
1142.0	7.34550653662
1143.0	7.34263401844
1144.0	7.33976594656
1145.0	7.33690231012
1146.0	7.33404309832
1147.0	7.33118830039
1148.0	7.32833790558
1149.0	7.3254919032
1150.0	7.32265028258
1151.0	7.31981303311
1152.0	7.31698014421
1153.0	7.31415160531
1154.0	7.31132740591
1155.0	7.30850753554
1156.0	7.30569198375
1157.0	7.30288074014
1158.0	7.30007379436
1159.0	7.29727113606
1160.0	7.29447275496
1161.0	7.29167864079
1162.0	7.28888878334
1163.0	7.28610317242
1164.0	7.28332179788
1165.0	7.28054464959
1166.0	7.27777171749
1167.0	7.27500299151
1168.0	7.27223846166
1169.0	7.26947811794
1170.0	7.26672195043
1171.0	7.26396994921
1172.0	7.2612221044
1173.0	7.25847840616
1174.0	7.25573884469
1175.0	7.25300341021
1176.0	7.25027209298
1177.0	7.24754488329
1178.0	7.24482177147
1179.0	7.24210274788
1180.0	7.23938780291
1181.0	7.23667692698
1182.0	7.23397011055
1183.0	7.23126734411
1184.0	7.22856861818
1185.0	7.22587392331
1186.0	7.22318325009
1187.0	7.22049658913
1188.0	7.21781393108
1189.0	7.21513526663
1190.0	7.21246058648
1191.0	7.20978988138
1192.0	7.2071231421
1193.0	7.20446035944
1194.0	7.20180152424
1195.0	7.1991015447
1196.0	7.19639142609
1197.0	7.19368530441
1198.0	7.19098317055
1199.0	7.18828501546
1200.0	7.18559083008
1201.0	7.18290060542
1202.0	7.18021433249
1203.0	7.17753200235
1204.0	7.17485360608
1205.0	7.17217913478
1206.0	7.16950857959
1207.0	7.16684193168
1208.0	7.16417918224
1209.0	7.1615203225
1210.0	7.15886297877
1211.0	7.15620884843
1212.0	7.15355858713
1213.0	7.15091218622
1214.0	7.14826963704
1215.0	7.14563093098
1216.0	7.14299605947
1217.0	7.14036501394
1218.0	7.13773778587
1219.0	7.13511436674
1220.0	7.13249474809
1221.0	7.12987892146
1222.0	7.12726687844
1223.0	7.12465861063
1224.0	7.12205410966
1225.0	7.11945336719
1226.0	7.11685637491
1227.0	7.11426312452
1228.0	7.11167360777
1229.0	7.10908781642
1230.0	7.10650574225
1231.0	7.10392737709
1232.0	7.10135271277
1233.0	7.09878174116
1234.0	7.09621445416
1235.0	7.09365084368
1236.0	7.09109090167
1237.0	7.0885346201
1238.0	7.08598199095
1239.0	7.08343300626
1240.0	7.08088765806
1241.0	7.07834593842
1242.0	7.07580783944
1243.0	7.07327335323
1244.0	7.07074247194
1245.0	7.06821518774
1246.0	7.06569149282
1247.0	7.06317137939
1248.0	7.06065483969
1249.0	7.058141866
1250.0	7.05563245059
