Iteration number	SNR ZLP
254.0	31.6978173169
255.0	31.6722342217
256.0	31.6472115743
257.0	31.6227378342
258.0	31.5988017446
259.0	31.5753923245
260.0	31.5524988602
261.0	31.5301108982
262.0	31.508218237
263.0	31.4868109206
264.0	31.4658792307
265.0	31.4454136807
266.0	31.425405009
267.0	31.4058441721
268.0	31.3867223395
269.0	31.368030887
270.0	31.3497613914
271.0	31.3319056248
272.0	31.3144555495
273.0	31.2974033126
274.0	31.2807412412
275.0	31.2644618372
276.0	31.2485577733
277.0	31.2330218876
278.0	31.2178471801
279.0	31.2030268076
280.0	31.1885540802
281.0	31.174422457
282.0	31.1606255425
283.0	31.1471570823
284.0	31.1340109601
285.0	31.1211811938
286.0	31.1086619321
287.0	31.0964474513
288.0	31.084532152
289.0	31.0729105559
290.0	31.061577303
291.0	31.0505271483
292.0	31.0397549594
293.0	31.0292557132
294.0	31.0190244935
295.0	31.0090564885
296.0	30.9993469879
297.0	30.9898913809
298.0	30.9806851531
299.0	30.9717238849
300.0	30.9630032488
301.0	30.9545190073
302.0	30.9462670108
303.0	30.9382431954
304.0	30.930443581
305.0	30.9228642692
306.0	30.9155014415
307.0	30.9083513575
308.0	30.9014103526
309.0	30.8946748369
310.0	30.8881412932
311.0	30.8818062751
312.0	30.8756664055
313.0	30.8697183755
314.0	30.8639589419
315.0	30.8583849266
316.0	30.8529932147
317.0	30.8477807529
318.0	30.8427445485
319.0	30.837881668
320.0	30.8331892355
321.0	30.8286644316
322.0	30.8243044922
323.0	30.820106707
324.0	30.8160684187
325.0	30.8121870215
326.0	30.8084599604
327.0	30.8048847294
328.0	30.8014588711
329.0	30.7981799753
330.0	30.795045678
331.0	30.7920536606
332.0	30.7892016486
333.0	30.7864874109
334.0	30.7839087589
335.0	30.7814635453
336.0	30.7791496636
337.0	30.7769650469
338.0	30.7749076673
339.0	30.772975535
340.0	30.7711666973
341.0	30.7694792381
342.0	30.7679112773
343.0	30.7664609693
344.0	30.765126503
345.0	30.763906101
346.0	30.7627980184
347.0	30.7618005429
348.0	30.7609119932
349.0	30.7601307192
350.0	30.7594551009
351.0	30.758883548
352.0	30.7584144991
353.0	30.7580464212
354.0	30.7577778092
355.0	30.7576071852
356.0	30.7575330981
357.0	30.7575541228
358.0	30.75766886
359.0	30.7578759354
360.0	30.7581739995
361.0	30.7585617268
362.0	30.7590378155
363.0	30.7596009868
364.0	30.7602499849
365.0	30.7609835762
366.0	30.7618005487
367.0	30.762699712
368.0	30.7636798966
369.0	30.7647399536
370.0	30.7658787542
371.0	30.7670951895
372.0	30.7683881696
373.0	30.7697566242
374.0	30.7711995009
375.0	30.7727157662
376.0	30.7743044042
377.0	30.7759644165
378.0	30.7776948221
379.0	30.7794946568
380.0	30.7813629729
381.0	30.7832988391
382.0	30.7853013399
383.0	30.7873695754
384.0	30.7895026613
385.0	30.791699728
386.0	30.7939599207
387.0	30.7962823993
388.0	30.7986663378
389.0	30.8011109238
390.0	30.8036153591
391.0	30.8061788586
392.0	30.8088006502
393.0	30.8114799751
394.0	30.8142160869
395.0	30.8170082516
396.0	30.8198557475
397.0	30.8227578649
398.0	30.8257139057
399.0	30.8287231833
400.0	30.8317850227
401.0	30.8348987597
402.0	30.8380637411
403.0	30.8412793244
404.0	30.8445448775
405.0	30.8478597787
406.0	30.8512234164
407.0	30.8546351888
408.0	30.8580945041
409.0	30.8616007799
410.0	30.8651534431
411.0	30.8687519299
412.0	30.8723956856
413.0	30.8760841644
414.0	30.8798168291
415.0	30.8835931512
416.0	30.8874126104
417.0	30.8912746949
418.0	30.8951789009
419.0	30.8991247325
420.0	30.9031117018
421.0	30.9071393284
422.0	30.9112071394
423.0	30.9153146696
424.0	30.9194614607
425.0	30.9236470618
426.0	30.927871029
427.0	30.932132925
428.0	30.9364323197
429.0	30.9407687894
430.0	30.9451419168
431.0	30.9495512914
432.0	30.9539965087
433.0	30.9584771704
434.0	30.9629928844
435.0	30.9675432645
436.0	30.9721279304
437.0	30.9767465075
438.0	30.981398627
439.0	30.9860839255
440.0	30.9908020451
441.0	30.9955526335
442.0	31.0003353434
443.0	31.0051498327
444.0	31.0099957645
445.0	31.014872807
446.0	31.0197806331
447.0	31.0247189207
448.0	31.0296873524
449.0	31.0346856154
450.0	31.0397134016
451.0	31.0447704074
452.0	31.0498563336
453.0	31.0549708853
454.0	31.0601137719
455.0	31.0652847072
456.0	31.070483409
457.0	31.075709599
458.0	31.0809630032
459.0	31.0862433514
460.0	31.0915503771
461.0	31.096883818
462.0	31.1022434151
463.0	31.1076289133
464.0	31.1130400611
465.0	31.1184766106
466.0	31.1239383172
467.0	31.12942494
468.0	31.1349362411
469.0	31.1404719863
470.0	31.1460319445
471.0	31.1516158877
472.0	31.1572235912
473.0	31.1628548335
474.0	31.1685093959
475.0	31.1741870628
476.0	31.1798876216
477.0	31.1856108626
478.0	31.1913565789
479.0	31.1971245664
480.0	31.2029146239
481.0	31.2087265527
482.0	31.2145601569
483.0	31.2204152432
484.0	31.2262916209
485.0	31.2321891019
486.0	31.2381075005
487.0	31.2440466335
488.0	31.2500063201
489.0	31.2559863819
490.0	31.2619866429
491.0	31.2680069293
492.0	31.2740470696
493.0	31.2801068946
494.0	31.2861862373
495.0	31.2922849327
496.0	31.2984028181
497.0	31.3045397328
498.0	31.3106955182
499.0	31.3168700178
500.0	31.3230630768
501.0	31.3292745428
502.0	31.335504265
503.0	31.3417520947
504.0	31.3480178848
505.0	31.3543014903
506.0	31.360602768
507.0	31.3669215764
508.0	31.3732577758
509.0	31.3796112281
510.0	31.385981797
511.0	31.392369348
512.0	31.3987737481
513.0	31.405194866
514.0	31.4116325718
515.0	31.4180867375
516.0	31.4245572364
517.0	31.4310439434
518.0	31.437546735
519.0	31.444065489
520.0	31.4506000847
521.0	31.4571504031
522.0	31.4637163262
523.0	31.4702977376
524.0	31.4768945224
525.0	31.4835065668
526.0	31.4901337585
527.0	31.4967759863
528.0	31.5034331407
529.0	31.510105113
530.0	31.5167917961
531.0	31.5234930839
532.0	31.5302088716
533.0	31.5369390557
534.0	31.5436835337
535.0	31.5504422044
536.0	31.5572149677
537.0	31.5640017246
538.0	31.5708023772
539.0	31.5776168287
540.0	31.5844449835
541.0	31.5912867469
542.0	31.5981420253
543.0	31.6050107261
544.0	31.6118927579
545.0	31.6187880301
546.0	31.625696453
547.0	31.6326179382
548.0	31.6395523981
549.0	31.6464997458
550.0	31.6534598958
551.0	31.6604327632
552.0	31.667418264
553.0	31.6744163153
554.0	31.6814268348
555.0	31.6884497414
556.0	31.6954849545
557.0	31.7025323946
558.0	31.709591983
559.0	31.7166636417
560.0	31.7237472936
561.0	31.7308428623
562.0	31.7379502724
563.0	31.7450694491
564.0	31.7522003183
565.0	31.7593428068
566.0	31.7664968421
567.0	31.7736623524
568.0	31.7808392668
569.0	31.7880275147
570.0	31.7952270267
571.0	31.8024377338
572.0	31.8096595676
573.0	31.8168924607
574.0	31.8241363461
575.0	31.8313911575
576.0	31.8386568294
577.0	31.8459332968
578.0	31.8532204952
579.0	31.8605183611
580.0	31.8678268313
581.0	31.8751458433
582.0	31.8824753351
583.0	31.8898152456
584.0	31.8971655139
585.0	31.9045260799
586.0	31.911896884
587.0	31.9192778672
588.0	31.926668971
589.0	31.9340701374
590.0	31.9414813092
591.0	31.9489024293
592.0	31.9563334415
593.0	31.96377429
594.0	31.9712249194
595.0	31.978685275
596.0	31.9861553024
597.0	31.9936349477
598.0	32.0011241578
599.0	32.0086228797
600.0	32.016131061
601.0	32.0236486499
602.0	32.0311755949
603.0	32.038711845
604.0	32.0462573496
605.0	32.0538120586
606.0	32.0613759225
607.0	32.0689488919
608.0	32.0765309181
609.0	32.0841219527
610.0	32.0917219477
611.0	32.0993308555
612.0	32.1069486291
613.0	32.1145752218
614.0	32.1222105871
615.0	32.1298546791
616.0	32.1375074523
617.0	32.1451688615
618.0	32.1528388619
619.0	32.1605174091
620.0	32.1682044591
621.0	32.1758999681
622.0	32.1836038928
623.0	32.1913161903
624.0	32.199036818
625.0	32.2067657335
626.0	32.2145028951
627.0	32.222248261
628.0	32.2300017902
629.0	32.2377634416
630.0	32.2455331746
631.0	32.2533109492
632.0	32.2610967252
633.0	32.2688904631
634.0	32.2766921236
635.0	32.2845016677
636.0	32.2923190568
637.0	32.3001442524
638.0	32.3079772165
639.0	32.3158179113
640.0	32.3236662994
641.0	32.3315223435
642.0	32.3393860067
643.0	32.3472572524
644.0	32.3551360443
645.0	32.3630223463
646.0	32.3709161226
647.0	32.3788173377
648.0	32.3867259564
649.0	32.3946419437
650.0	32.4025652648
651.0	32.4104958854
652.0	32.4184337711
653.0	32.4263788882
654.0	32.4343312028
655.0	32.4422906816
656.0	32.4502572913
657.0	32.458230999
658.0	32.4662117721
659.0	32.4741995779
660.0	32.4821943844
661.0	32.4901961594
662.0	32.4982048713
663.0	32.5062204885
664.0	32.5142429796
665.0	32.5222723137
666.0	32.5303084598
667.0	32.5383513873
668.0	32.5464010658
669.0	32.5544574651
670.0	32.5625205552
671.0	32.5705903062
672.0	32.5786666887
673.0	32.5867496732
674.0	32.5948392307
675.0	32.6029353321
676.0	32.6110379487
677.0	32.6191470519
678.0	32.6272626134
679.0	32.635384605
680.0	32.6435129987
681.0	32.6516477668
682.0	32.6597888817
683.0	32.6679363159
684.0	32.6760900423
685.0	32.6842500339
686.0	32.6924162637
687.0	32.7005887051
688.0	32.7087673317
689.0	32.716952117
690.0	32.7251430351
691.0	32.7333400599
692.0	32.7415431656
693.0	32.7497523266
694.0	32.7579675175
695.0	32.7661887129
696.0	32.7744158878
697.0	32.7826490173
698.0	32.7908880765
699.0	32.7991330408
700.0	32.8073838857
701.0	32.815640587
702.0	32.8239031205
703.0	32.8321714622
704.0	32.8404455882
705.0	32.8487254749
706.0	32.8570110987
707.0	32.8653024363
708.0	32.8735994645
709.0	32.88190216
710.0	32.8902105001
711.0	32.8985244618
712.0	32.9068440227
713.0	32.91516916
714.0	32.9234998515
715.0	32.931836075
716.0	32.9401778084
717.0	32.9485250296
718.0	32.956877717
719.0	32.9652358487
720.0	32.9735994034
721.0	32.9819683595
722.0	32.9903426958
723.0	32.9987223911
724.0	33.0071074245
725.0	33.015497775
726.0	33.0238934218
727.0	33.0322943444
728.0	33.0407005222
729.0	33.0491119349
730.0	33.0575285621
731.0	33.0659503838
732.0	33.0743773799
733.0	33.0828095305
734.0	33.0912468158
735.0	33.0996892163
736.0	33.1081367123
737.0	33.1165892844
738.0	33.1250469133
739.0	33.1335095798
740.0	33.1419772648
741.0	33.1504499494
742.0	33.1589276148
743.0	33.167410242
744.0	33.1758978126
745.0	33.184390308
746.0	33.1928877098
747.0	33.2013899997
748.0	33.2098971594
749.0	33.2184091709
750.0	33.2269260161
751.0	33.2354476773
752.0	33.2439741366
753.0	33.2525053763
754.0	33.2610413788
755.0	33.2695821268
756.0	33.2781276027
757.0	33.2866777893
758.0	33.2952326695
759.0	33.3037922261
760.0	33.3123564422
761.0	33.3209253009
762.0	33.3294987854
763.0	33.338076879
764.0	33.3466595651
765.0	33.3552468272
766.0	33.3638386488
767.0	33.3724350137
768.0	33.3810359057
769.0	33.3896413085
770.0	33.3982512062
771.0	33.4068655828
772.0	33.4154844224
773.0	33.4241077092
774.0	33.4327354276
775.0	33.4413675619
776.0	33.4500040966
777.0	33.4586450163
778.0	33.4672903056
779.0	33.4759399493
780.0	33.4845939322
781.0	33.4932522393
782.0	33.5019148554
783.0	33.5105817656
784.0	33.5192529552
785.0	33.5279284093
786.0	33.5366081133
787.0	33.5452920525
788.0	33.5539802125
789.0	33.5626725788
790.0	33.5713691369
791.0	33.5800698727
792.0	33.5887747719
793.0	33.5974838203
794.0	33.606197004
795.0	33.6149143088
796.0	33.623635721
797.0	33.6323612267
798.0	33.6410908121
799.0	33.6498244635
800.0	33.6585621674
801.0	33.6673039101
802.0	33.6760496783
803.0	33.6847994584
804.0	33.6935532373
805.0	33.7023110015
806.0	33.7110727381
807.0	33.7198384337
808.0	33.7286080755
809.0	33.7373816504
810.0	33.7461591454
811.0	33.7549405479
812.0	33.7637258449
813.0	33.7725150239
814.0	33.7813080721
815.0	33.7901049769
816.0	33.798905726
817.0	33.8077103068
818.0	33.816518707
819.0	33.8253309142
820.0	33.8341469162
821.0	33.8429667008
822.0	33.851790256
823.0	33.8606175696
824.0	33.8694486296
825.0	33.8782834242
826.0	33.8871219415
827.0	33.8959641696
828.0	33.9048100967
829.0	33.9136597113
830.0	33.9225130017
831.0	33.9313699563
832.0	33.9402305637
833.0	33.9490948123
834.0	33.9579626907
835.0	33.9668341877
836.0	33.975709292
837.0	33.9845879924
838.0	33.9934702776
839.0	34.0023561367
840.0	34.0112455585
841.0	34.0201385321
842.0	34.0290350465
843.0	34.0379350908
844.0	34.0468386543
845.0	34.0557457262
846.0	34.0646562958
847.0	34.0735703523
848.0	34.0824878852
849.0	34.091408884
850.0	34.1003333382
851.0	34.1092612372
852.0	34.1181925708
853.0	34.1271273285
854.0	34.1360655001
855.0	34.1450070754
856.0	34.1539520441
857.0	34.1629003962
858.0	34.1718521216
859.0	34.1808072101
860.0	34.1897656519
861.0	34.198727437
862.0	34.2076925555
863.0	34.2166609976
864.0	34.2256327535
865.0	34.2346078135
866.0	34.2435861679
867.0	34.252567807
868.0	34.2615527212
869.0	34.2705409011
870.0	34.2795323371
871.0	34.2885270197
872.0	34.2975249396
873.0	34.3065260874
874.0	34.3155304538
875.0	34.3245380295
876.0	34.3335488053
877.0	34.3425627721
878.0	34.3515799207
879.0	34.3606002419
880.0	34.3696237269
881.0	34.3786503666
882.0	34.387680152
883.0	34.3967130742
884.0	34.4057491244
885.0	34.4147882937
886.0	34.4238305735
887.0	34.4328759548
888.0	34.4419244291
889.0	34.4509759877
890.0	34.460030622
891.0	34.4690883235
892.0	34.4781490835
893.0	34.4872128936
894.0	34.4962797455
895.0	34.5053496306
896.0	34.5144225406
897.0	34.5234984673
898.0	34.5325774023
899.0	34.5416593373
900.0	34.5507442643
901.0	34.559832175
902.0	34.5689230613
903.0	34.5780169151
904.0	34.5871137285
905.0	34.5962134933
906.0	34.6053162016
907.0	34.6144218456
908.0	34.6235304173
909.0	34.6326419088
910.0	34.6417563124
911.0	34.6508736203
912.0	34.6599938247
913.0	34.6691169179
914.0	34.6782428924
915.0	34.6873717404
916.0	34.6965034543
917.0	34.7056380267
918.0	34.7147754499
919.0	34.7239157166
920.0	34.7330588192
921.0	34.7422047504
922.0	34.7513535027
923.0	34.7605050689
924.0	34.7696594416
925.0	34.7788166136
926.0	34.7879765776
927.0	34.7971393265
928.0	34.806304853
929.0	34.81547315
930.0	34.8246442104
931.0	34.8338180272
932.0	34.8429945933
933.0	34.8521739018
934.0	34.8613559456
935.0	34.8705407178
936.0	34.8797282116
937.0	34.88891842
938.0	34.8981113363
939.0	34.9073069535
940.0	34.916505265
941.0	34.925706264
942.0	34.9349099439
943.0	34.9441162978
944.0	34.9533253192
945.0	34.9625370015
946.0	34.9717513381
947.0	34.9809683224
948.0	34.9901879479
949.0	34.9994102081
950.0	35.0086350966
951.0	35.017862607
952.0	35.0270927327
953.0	35.0363254675
954.0	35.0455608051
955.0	35.054798739
956.0	35.0640392631
957.0	35.0732823711
958.0	35.0825280567
959.0	35.0917763138
960.0	35.1010271362
961.0	35.1102805177
962.0	35.1195364523
963.0	35.1287949339
964.0	35.1380559564
965.0	35.1473195139
966.0	35.1565856002
967.0	35.1658542095
968.0	35.1751253357
969.0	35.1843989731
970.0	35.1936751157
971.0	35.2029537576
972.0	35.2122348931
973.0	35.2215185163
974.0	35.2308046214
975.0	35.2400932027
976.0	35.2493842545
977.0	35.2586777711
978.0	35.2679737468
979.0	35.277272176
980.0	35.286573053
981.0	35.2958763723
982.0	35.3051821282
983.0	35.3144903153
984.0	35.3238009281
985.0	35.333113961
986.0	35.3424294086
987.0	35.3517472654
988.0	35.3610675261
989.0	35.3703901852
990.0	35.3797152374
991.0	35.3890426773
992.0	35.3983724997
993.0	35.4077046992
994.0	35.4170392705
995.0	35.4263762085
996.0	35.4357155079
997.0	35.4450571635
998.0	35.4544011702
999.0	35.4637475228
1000.0	35.4730962161
1001.0	35.4824472451
1002.0	35.4918006047
1003.0	35.5011562899
1004.0	35.5105142955
1005.0	35.5198746167
1006.0	35.5292372484
1007.0	35.5386021857
1008.0	35.5479694236
1009.0	35.5573389572
1010.0	35.5667107816
1011.0	35.576084892
1012.0	35.5854612834
1013.0	35.5948399511
1014.0	35.6042208903
1015.0	35.6136040961
1016.0	35.6229895639
1017.0	35.6323772888
1018.0	35.6417672662
1019.0	35.6511594914
1020.0	35.6605539596
1021.0	35.6699506663
1022.0	35.6793496067
1023.0	35.6887507764
1024.0	35.6981541706
1025.0	35.7075597849
1026.0	35.7169676146
1027.0	35.7263776552
1028.0	35.7357899023
1029.0	35.7452043513
1030.0	35.7546209978
1031.0	35.7640398373
1032.0	35.7734608654
1033.0	35.7828840778
1034.0	35.7923094699
1035.0	35.8017370374
1036.0	35.811166776
1037.0	35.8205986814
1038.0	35.8300327492
1039.0	35.8394689752
1040.0	35.848907355
1041.0	35.8583478845
1042.0	35.8677905594
1043.0	35.8772353755
1044.0	35.8866823285
1045.0	35.8961314144
1046.0	35.9055826289
1047.0	35.915035968
1048.0	35.9244914275
1049.0	35.9339490032
1050.0	35.9434086912
1051.0	35.9528704874
1052.0	35.9623343876
1053.0	35.9718003879
1054.0	35.9812684843
1055.0	35.9907386728
1056.0	36.0002109494
1057.0	36.0096853101
1058.0	36.0191617511
1059.0	36.0286402683
1060.0	36.038120858
1061.0	36.0476035161
1062.0	36.0570882389
1063.0	36.0665750224
1064.0	36.0760638629
1065.0	36.0855547566
1066.0	36.0950476995
1067.0	36.1045426881
1068.0	36.1140397184
1069.0	36.1235387867
1070.0	36.1330398894
1071.0	36.1425430226
1072.0	36.1520481828
1073.0	36.1615553661
1074.0	36.171064569
1075.0	36.1805757878
1076.0	36.1900890188
1077.0	36.1996042585
1078.0	36.2091215032
1079.0	36.2186407494
1080.0	36.2281619935
1081.0	36.2376852319
1082.0	36.2472104611
1083.0	36.2567376776
1084.0	36.2662668779
1085.0	36.2757980584
1086.0	36.2853312158
1087.0	36.2948663465
1088.0	36.3044034471
1089.0	36.3139425141
1090.0	36.3234835443
1091.0	36.333026534
1092.0	36.3425714801
1093.0	36.3521183791
1094.0	36.3616672276
1095.0	36.3712180224
1096.0	36.3807707601
1097.0	36.3903254373
1098.0	36.3998820508
1099.0	36.4094405974
1100.0	36.4190010737
1101.0	36.4285634765
1102.0	36.4381278025
1103.0	36.4476940486
1104.0	36.4572622116
1105.0	36.4668322881
1106.0	36.4764042752
1107.0	36.4859781695
1108.0	36.495553968
1109.0	36.5051316674
1110.0	36.5147112648
1111.0	36.5242927569
1112.0	36.5338761407
1113.0	36.5434614131
1114.0	36.553048571
1115.0	36.5626376114
1116.0	36.5722285312
1117.0	36.5818213274
1118.0	36.5914159971
1119.0	36.601012537
1120.0	36.6106109444
1121.0	36.6202112162
1122.0	36.6298133495
1123.0	36.6394173413
1124.0	36.6490231886
1125.0	36.6586308886
1126.0	36.6682404383
1127.0	36.6778518349
1128.0	36.6874650754
1129.0	36.697080157
1130.0	36.7066970769
1131.0	36.7163158321
1132.0	36.7259364199
1133.0	36.7355588374
1134.0	36.7451830818
1135.0	36.7548091503
1136.0	36.7644370401
1137.0	36.7740667485
1138.0	36.7836982727
1139.0	36.79333161
1140.0	36.8029667576
1141.0	36.8126037127
1142.0	36.8222424728
1143.0	36.831883035
1144.0	36.8415253967
1145.0	36.8511695552
1146.0	36.8608155079
1147.0	36.870463252
1148.0	36.8801127851
1149.0	36.8897641043
1150.0	36.8994172071
1151.0	36.909072091
1152.0	36.9187287532
1153.0	36.9283871912
1154.0	36.9380474025
1155.0	36.9477093845
1156.0	36.9573731346
1157.0	36.9670386503
1158.0	36.9767059291
1159.0	36.9863749684
1160.0	36.9960457657
1161.0	37.0057183186
1162.0	37.0153926246
1163.0	37.0250686811
1164.0	37.0347464858
1165.0	37.0444260361
1166.0	37.0541073297
1167.0	37.063790364
1168.0	37.0734751368
1169.0	37.0831616455
1170.0	37.0928498878
1171.0	37.1025398612
1172.0	37.1122315635
1173.0	37.1219249922
1174.0	37.131620145
1175.0	37.1413170196
1176.0	37.1510156135
1177.0	37.1607159245
1178.0	37.1704179502
1179.0	37.1801216884
1180.0	37.1898271368
1181.0	37.199534293
1182.0	37.2092431548
1183.0	37.2189537199
1184.0	37.2286659861
1185.0	37.2383799511
1186.0	37.2480956127
1187.0	37.2578129687
1188.0	37.2675320168
1189.0	37.2772527548
1190.0	37.2869751805
1191.0	37.2966992918
1192.0	37.3064250865
1193.0	37.3161525623
1194.0	37.3258817172
1195.0	37.335612549
1196.0	37.3453450555
1197.0	37.3550792346
1198.0	37.3648150842
1199.0	37.3745526022
1200.0	37.3842917864
1201.0	37.3940326348
1202.0	37.4037751453
1203.0	37.4135193159
1204.0	37.4232651443
1205.0	37.4330126287
1206.0	37.4427617668
1207.0	37.4525125568
1208.0	37.4622649965
1209.0	37.472019084
1210.0	37.4817748171
1211.0	37.491532194
1212.0	37.5012912126
1213.0	37.511051871
1214.0	37.5208141671
1215.0	37.5305780989
1216.0	37.5403436646
1217.0	37.5501108621
1218.0	37.5598796896
1219.0	37.569650145
1220.0	37.5794222264
1221.0	37.589195932
1222.0	37.5989712598
1223.0	37.6087482079
1224.0	37.6185267745
1225.0	37.6283069575
1226.0	37.6380887552
1227.0	37.6478721657
1228.0	37.657657187
1229.0	37.6674438175
1230.0	37.6772320551
1231.0	37.6870218981
1232.0	37.6968133446
1233.0	37.7066063929
1234.0	37.7164010411
1235.0	37.7261972873
1236.0	37.7359951299
1237.0	37.7457945669
1238.0	37.7555955966
1239.0	37.7653982173
1240.0	37.7752024272
1241.0	37.7850082245
1242.0	37.7948156074
1243.0	37.8046245742
1244.0	37.8144351233
1245.0	37.8242472527
1246.0	37.8340609609
1247.0	37.843876246
1248.0	37.8536931065
1249.0	37.8635115405
1250.0	37.8733315465
1251.0	37.8831531226
1252.0	37.8929762673
1253.0	37.9028009789
1254.0	37.9126272556
1255.0	37.9224550959
1256.0	37.9322844981
1257.0	37.9421154605
1258.0	37.9519479815
